name,lon_lat,coor_type,category
أم القحفة,"[[42.628648, 17.274842]]",POINT,أسماء رئيسة
أم القروش,"[[43.137195, 16.67098]]",POINT,أسماء رئيسة
أم القصب,"[[43.106918, 16.7905]]",POINT,أسماء رئيسة
أم القصيب,"[[42.592213, 17.151396]]",POINT,أسماء رئيسة
أم القضب,"[[42.499344, 17.108696]]",POINT,أسماء رئيسة
أم القضب,"[[43.245878, 16.805649]]",POINT,أسماء رئيسة
أم القعاميص,"[[42.944312, 17.063034]]",POINT,أسماء رئيسة
أم القماري,"[[43.158331, 16.714432]]",POINT,أسماء رئيسة
أم المسنى,"[[42.227776, 17.675564]]",POINT,أسماء رئيسة
أم المعاشر,"[[42.651157, 17.201157]]",POINT,أسماء رئيسة
أم النار,"[[42.888072, 16.886394]]",POINT,أسماء رئيسة
أم النحوس,"[[42.24417, 17.701399]]",POINT,أسماء رئيسة
أم ثرار,"[[43.091705, 17.017865]]",POINT,أسماء رئيسة
أم جهيرة,"[[43.147774, 16.998339]]",POINT,أسماء رئيسة
أم حجر معلا,"[[42.918885, 17.014432]]",POINT,أسماء رئيسة
أم خليف,"[[42.961071, 17.132599]]",POINT,أسماء رئيسة
أم رخة,"[[43.07559, 17.066596]]",POINT,أسماء رئيسة
أم رديف,"[[43.075139, 17.048464]]",POINT,أسماء رئيسة
أم زحيتر,"[[43.067844, 17.133651]]",POINT,أسماء رئيسة
أم سبالة,"[[43.232832, 16.78359]]",POINT,أسماء رئيسة
أم سعادية,"[[43.225279, 17.030289]]",POINT,أسماء رئيسة
أم شماع,"[[43.031945, 16.744173]]",POINT,أسماء رئيسة
أم عثنات,"[[43.09767, 16.951754]]",POINT,أسماء رئيسة
أم علايا,"[[43.139448, 17.015569]]",POINT,أسماء رئيسة
أم عودة,"[[43.130608, 16.634266]]",POINT,أسماء رئيسة
أم قرقع,"[[43.128333, 16.882789]]",POINT,أسماء رئيسة
أم قطب,"[[43.086941, 16.624718]]",POINT,أسماء رئيسة
أم محارب,"[[43.067973, 16.871116]]",POINT,أسماء رئيسة
ابكر,"[[41.919708, 16.630189]]",POINT,أسماء رئيسة
ابو الرديف,"[[43.13168, 16.617637]]",POINT,أسماء رئيسة
ابو الركبة,"[[42.577772, 17.492509]]",POINT,أسماء رئيسة
ابو السداد,"[[42.228699, 17.724144]]",POINT,أسماء رئيسة
ابو السلع,"[[42.607555, 17.240639]]",POINT,أسماء رئيسة
ابو الضربه,"[[43.10003, 16.538715]]",POINT,أسماء رئيسة
ابو العوده,"[[42.98594, 17.171245]]",POINT,أسماء رئيسة
ابو القعايد,"[[42.607298, 17.271731]]",POINT,أسماء رئيسة
ابو المده,"[[41.734786, 16.649458]]",POINT,أسماء رئيسة
ابو النوره,"[[42.883329, 17.050288]]",POINT,أسماء رئيسة
ابو حجر الاسفل,"[[43.010337, 16.67568]]",POINT,أسماء رئيسة
ابو شقور,"[[42.289853, 16.918967]]",POINT,أسماء رئيسة
ابو صمقتين,"[[43.065913, 16.784298]]",POINT,أسماء رئيسة
ابو طوق,"[[41.921639, 16.943729]]",POINT,أسماء رئيسة
ابو عريش,"[[42.83093, 16.96862]]",POINT,أسماء رئيسة
ابو كرش,"[[42.727418, 16.796529]]",POINT,أسماء رئيسة
ابو لهب,"[[42.963517, 16.943901]]",POINT,أسماء رئيسة
ابو مسود,"[[43.008642, 16.601179]]",POINT,أسماء رئيسة
ابو مض,"[[43.01317, 16.588175]]",POINT,أسماء رئيسة
ابو معراج,"[[42.90365, 17.20901]]",POINT,أسماء رئيسة
احديب الاهتان,"[[43.067286, 17.251625]]",POINT,أسماء رئيسة
اسكان محطة التحلية,"[[42.07298, 17.696013]]",POINT,أسماء رئيسة
اشجار سلام,"[[42.884552, 16.778655]]",POINT,أسماء رئيسة
اكرم,"[[42.438297, 16.446083]]",POINT,أسماء رئيسة
ال زيدان,"[[43.292592, 17.296]]",POINT,أسماء رئيسة
ال سعيد,"[[43.203778, 17.331641]]",POINT,أسماء رئيسة
ال عزبه,"[[43.26195, 17.653055]]",POINT,أسماء رئيسة
ال قطيل,"[[43.190646, 17.317779]]",POINT,أسماء رئيسة
ال محسن,"[[43.090825, 17.055631]]",POINT,أسماء رئيسة
ال محمد,"[[43.209164, 17.272782]]",POINT,أسماء رئيسة
ال مفتاح,"[[43.327782, 17.663054]]",POINT,أسماء رئيسة
ال يحيى,"[[43.275919, 17.327113]]",POINT,أسماء رئيسة
الأثلة,"[[42.521381, 17.16985]]",POINT,أسماء رئيسة
الأحد,"[[42.872343, 16.698747]]",POINT,أسماء رئيسة
الأحول,"[[43.028619, 16.969714]]",POINT,أسماء رئيسة
الأساملة,"[[42.759991, 16.866589]]",POINT,أسماء رئيسة
الأسودية,"[[42.866678, 16.399992]]",POINT,أسماء رئيسة
الأَملح,"[[42.74982, 16.799834]]",POINT,أسماء رئيسة
الاجهان,"[[41.462123, 16.889398]]",POINT,أسماء رئيسة
الاسامه الشماليه,"[[42.774732, 16.886673]]",POINT,أسماء رئيسة
الاماليح,"[[41.758926, 17.286859]]",POINT,أسماء رئيسة
الباحر,"[[42.600131, 17.124681]]",POINT,أسماء رئيسة
البازخ,"[[42.049441, 17.748885]]",POINT,أسماء رئيسة
الباطنه,"[[42.60262, 17.09919]]",POINT,أسماء رئيسة
البتر,"[[43.225, 17.057497]]",POINT,أسماء رئيسة
البحثه,"[[43.028877, 16.952291]]",POINT,أسماء رئيسة
البحره,"[[43.162472, 17.280593]]",POINT,أسماء رئيسة
البحص,"[[43.140285, 17.014711]]",POINT,أسماء رئيسة
البحطيط,"[[43.18732, 16.784835]]",POINT,أسماء رئيسة
البختة,"[[42.727482, 16.895835]]",POINT,أسماء رئيسة
البختة الشماليه,"[[42.718771, 16.903496]]",POINT,أسماء رئيسة
البداوي,"[[42.863245, 16.630576]]",POINT,أسماء رئيسة
البديع,"[[42.776299, 16.990356]]",POINT,أسماء رئيسة
البرامي,"[[43.144448, 16.924996]]",POINT,أسماء رئيسة
البرصاء,"[[42.782221, 16.89502]]",POINT,أسماء رئيسة
البرمي,"[[43.218069, 17.03443]]",POINT,أسماء رئيسة
البرنية,"[[43.248668, 16.804533]]",POINT,أسماء رئيسة
البريك,"[[43.117218, 17.003338]]",POINT,أسماء رئيسة
البزة,"[[43.00051, 17.040052]]",POINT,أسماء رئيسة
البزه,"[[42.959847, 17.048743]]",POINT,أسماء رئيسة
البشامة,"[[43.067501, 17.0964]]",POINT,أسماء رئيسة
البصه,"[[42.985125, 16.91092]]",POINT,أسماء رئيسة
البطح,"[[42.486041, 17.124317]]",POINT,أسماء رئيسة
البغله,"[[41.407235, 16.951883]]",POINT,أسماء رئيسة
البقعة,"[[43.132238, 17.084663]]",POINT,أسماء رئيسة
البناية,"[[42.540822, 17.397773]]",POINT,أسماء رئيسة
البهاكلة,"[[42.898886, 16.942227]]",POINT,أسماء رئيسة
البهاليل,"[[43.162601, 16.733766]]",POINT,أسماء رئيسة
البوالشة,"[[42.842753, 16.904161]]",POINT,أسماء رئيسة
البور,"[[43.205001, 17.030568]]",POINT,أسماء رئيسة
البيسري,"[[42.764583, 16.557791]]",POINT,أسماء رئيسة
البيض الاسفل,"[[42.835329, 17.046361]]",POINT,أسماء رئيسة
البيض الاعلى,"[[42.847087, 17.054257]]",POINT,أسماء رئيسة
البيضاء,"[[43.147452, 16.7696]]",POINT,أسماء رئيسة
البيطاريه,"[[42.975876, 16.71911]]",POINT,أسماء رئيسة
التراوغ,"[[43.150005, 16.991665]]",POINT,أسماء رئيسة
الجابري,"[[43.184295, 16.841247]]",POINT,أسماء رئيسة
الجارية,"[[42.549706, 17.212508]]",POINT,أسماء رئيسة
الجاضع,"[[42.916031, 16.930597]]",POINT,أسماء رئيسة
الجاضع,"[[42.99551, 16.644459]]",POINT,أسماء رئيسة
الجاضع,"[[43.067222, 16.95493]]",POINT,أسماء رئيسة
الجاعدية,"[[42.733147, 16.785951]]",POINT,أسماء رئيسة
الجانبه,"[[43.061407, 17.52727]]",POINT,أسماء رئيسة
الجب,"[[42.976305, 16.868176]]",POINT,أسماء رئيسة
الجبابية,"[[43.152773, 16.858327]]",POINT,أسماء رئيسة
الجبانة,"[[43.092778, 17.041941]]",POINT,أسماء رئيسة
الجبجبة,"[[43.072221, 17.084727]]",POINT,أسماء رئيسة
الجبلية,"[[42.840028, 17.139788]]",POINT,أسماء رئيسة
الجبلية,"[[43.179445, 17.090821]]",POINT,أسماء رئيسة
الجبنون,"[[43.117969, 16.606736]]",POINT,أسماء رئيسة
الجحاشره,"[[42.855391, 16.730526]]",POINT,أسماء رئيسة
الجحشة,"[[43.111103, 16.97083]]",POINT,أسماء رئيسة
الجحيرة,"[[43.106661, 17.071681]]",POINT,أسماء رئيسة
الجديين,"[[42.575712, 17.11494]]",POINT,أسماء رئيسة
الجر,"[[42.577214, 17.124167]]",POINT,أسماء رئيسة
الجر,"[[42.757309, 17.177188]]",POINT,أسماء رئيسة
الجرادية,"[[42.911074, 16.581073]]",POINT,أسماء رئيسة
الجرار,"[[43.118613, 16.916392]]",POINT,أسماء رئيسة
الجرب,"[[42.784324, 16.565967]]",POINT,أسماء رئيسة
الجرب,"[[42.819836, 16.589119]]",POINT,أسماء رئيسة
الجربة,"[[42.887986, 16.927829]]",POINT,أسماء رئيسة
الجردية,"[[42.884853, 16.57794]]",POINT,أسماء رئيسة
الجرفة,"[[43.159962, 16.982374]]",POINT,أسماء رئيسة
الجرمية,"[[43.161528, 16.986387]]",POINT,أسماء رئيسة
الجروب,"[[42.791941, 16.595085]]",POINT,أسماء رئيسة
الجروف,"[[42.953517, 16.756575]]",POINT,أسماء رئيسة
الجزعة,"[[43.120351, 16.579056]]",POINT,أسماء رئيسة
الجزيز,"[[42.866678, 16.649995]]",POINT,أسماء رئيسة
الجشاء,"[[43.149447, 17.287159]]",POINT,أسماء رئيسة
الجعارين,"[[42.484131, 17.328916]]",POINT,أسماء رئيسة
الجعدية,"[[42.99036, 16.794491]]",POINT,أسماء رئيسة
الجغادمه,"[[42.837217, 16.86837]]",POINT,أسماء رئيسة
الجلل,"[[43.091791, 16.9801]]",POINT,أسماء رئيسة
الجمالة,"[[42.57921, 17.183368]]",POINT,أسماء رئيسة
الجملة,"[[43.205001, 17.060566]]",POINT,أسماء رئيسة
الجميلة,"[[43.150563, 17.026942]]",POINT,أسماء رئيسة
الجميمة,"[[43.158889, 17.031105]]",POINT,أسماء رئيسة
الجنادل,"[[43.194444, 16.674993]]",POINT,أسماء رئيسة
الجنب,"[[42.587492, 16.916671]]",POINT,أسماء رئيسة
الجهو,"[[42.848589, 17.12672]]",POINT,أسماء رئيسة
الجهوة,"[[42.974439, 16.873069]]",POINT,أسماء رئيسة
الجوة,"[[42.997441, 16.993511]]",POINT,أسماء رئيسة
الجوة,"[[43.011668, 16.99703]]",POINT,أسماء رئيسة
الجوتين,"[[43.238561, 16.803696]]",POINT,أسماء رئيسة
الجوه,"[[43.031688, 16.95111]]",POINT,أسماء رئيسة
الجوه,"[[43.141015, 17.284219]]",POINT,أسماء رئيسة
الجيبة,"[[43.200839, 16.775565]]",POINT,أسماء رئيسة
الجيبه,"[[42.969439, 16.90326]]",POINT,أسماء رئيسة
الحاليه,"[[42.97652, 16.906157]]",POINT,أسماء رئيسة
الحامرية,"[[42.871678, 16.996386]]",POINT,أسماء رئيسة
الحامض,"[[42.962508, 16.951561]]",POINT,أسماء رئيسة
الحامضة,"[[42.921674, 16.929717]]",POINT,أسماء رئيسة
الحامضه,"[[42.92294, 16.761489]]",POINT,أسماء رئيسة
الحبابيه,"[[42.538354, 17.10022]]",POINT,أسماء رئيسة
الحبجيه,"[[42.94266, 16.78226]]",POINT,أسماء رئيسة
الحبرة,"[[43.148611, 17.006385]]",POINT,أسماء رئيسة
الحبط,"[[43.136251, 17.073269]]",POINT,أسماء رئيسة
الحبيل,"[[43.123462, 17.109768]]",POINT,أسماء رئيسة
الحثيره,"[[42.939484, 16.432285]]",POINT,أسماء رئيسة
الحجاجة,"[[42.900474, 16.961818]]",POINT,أسماء رئيسة
الحجروف,"[[42.464411, 17.449186]]",POINT,أسماء رئيسة
الحجرين,"[[42.560563, 17.125003]]",POINT,أسماء رئيسة
الحجفار,"[[42.847517, 16.544766]]",POINT,أسماء رئيسة
الحجل,"[[43.191118, 17.021384]]",POINT,أسماء رئيسة
الحجلة,"[[43.132088, 16.918774]]",POINT,أسماء رئيسة
الحجنة,"[[41.975155, 17.757683]]",POINT,أسماء رئيسة
الحجيرة,"[[43.169725, 17.018616]]",POINT,أسماء رئيسة
الحذيلة,"[[43.125565, 17.062776]]",POINT,أسماء رئيسة
الحرجة,"[[42.932489, 16.936626]]",POINT,أسماء رئيسة
الحرجه,"[[42.814171, 17.100713]]",POINT,أسماء رئيسة
الحرف,"[[42.531531, 17.097774]]",POINT,أسماء رئيسة
الحريقة,"[[43.090289, 16.794448]]",POINT,أسماء رئيسة
الحريقه,"[[43.132496, 17.069514]]",POINT,أسماء رئيسة
الحسين,"[[41.877286, 16.746125]]",POINT,أسماء رئيسة
الحسين,"[[42.058067, 16.742499]]",POINT,أسماء رئيسة
الحسيني,"[[42.683344, 17.154915]]",POINT,أسماء رئيسة
الحسينيه,"[[42.748468, 17.252548]]",POINT,أسماء رئيسة
الحشاش,"[[41.997986, 17.739508]]",POINT,أسماء رئيسة
الحشره,"[[43.165798, 17.389555]]",POINT,أسماء رئيسة
الحشيبرية,"[[42.591677, 17.169442]]",POINT,أسماء رئيسة
الحصام,"[[42.06605, 17.719209]]",POINT,أسماء رئيسة
الحصامة,"[[42.925794, 16.683555]]",POINT,أسماء رئيسة
الحصامه,"[[42.745206, 17.168434]]",POINT,أسماء رئيسة
الحصمة,"[[42.969117, 16.834767]]",POINT,أسماء رئيسة
الحصمة,"[[43.132775, 17.051103]]",POINT,أسماء رئيسة
الحضرور,"[[42.866635, 16.54408]]",POINT,أسماء رئيسة
الحضن,"[[42.571142, 17.410991]]",POINT,أسماء رئيسة
الحضن,"[[43.124471, 17.091722]]",POINT,أسماء رئيسة
الحطابين,"[[42.351651, 17.831132]]",POINT,أسماء رئيسة
الحطبايه,"[[43.068702, 17.035031]]",POINT,أسماء رئيسة
الحطمي,"[[43.205001, 16.802495]]",POINT,أسماء رئيسة
الحفر,"[[42.839448, 16.424432]]",POINT,أسماء رئيسة
الحقاوية,"[[42.533333, 17.135003]]",POINT,أسماء رئيسة
الحقبة,"[[43.144169, 17.048893]]",POINT,أسماء رئيسة
الحقلة,"[[43.061686, 16.636305]]",POINT,أسماء رئيسة
الحقو,"[[42.700295, 17.522786]]",POINT,أسماء رئيسة
الحلحلة,"[[43.00802, 16.789963]]",POINT,أسماء رئيسة
الحمراء,"[[42.992506, 16.878884]]",POINT,أسماء رئيسة
الحمراية,"[[42.89305, 16.918602]]",POINT,أسماء رئيسة
الحمرة,"[[42.719843, 16.865623]]",POINT,أسماء رئيسة
الحمرة,"[[42.713706, 16.780393]]",POINT,أسماء رئيسة
الحمري,"[[42.749991, 16.68334]]",POINT,أسماء رئيسة
الحمضه,"[[42.797263, 16.769106]]",POINT,أسماء رئيسة
الحمومية,"[[43.148611, 16.83084]]",POINT,أسماء رئيسة
الحمى,"[[42.861936, 17.155602]]",POINT,أسماء رئيسة
الحميرا,"[[43.048811, 17.12348]]",POINT,أسماء رئيسة
الحميرة,"[[43.059626, 17.12996]]",POINT,أسماء رئيسة
الحميسا,"[[42.323606, 17.413888]]",POINT,أسماء رئيسة
الحناية,"[[43.013535, 17.241154]]",POINT,أسماء رئيسة
الحناية,"[[43.099773, 17.015677]]",POINT,أسماء رئيسة
الحنبكة,"[[43.113034, 16.938]]",POINT,أسماء رئيسة
الحنبكة,"[[43.111103, 16.778333]]",POINT,أسماء رئيسة
الحنيني,"[[42.816639, 16.586909]]",POINT,أسماء رئيسة
الحواسية,"[[42.763059, 16.761382]]",POINT,أسماء رئيسة
الحوامضة,"[[42.496533, 17.115476]]",POINT,أسماء رئيسة
الحوامضة,"[[42.792563, 16.799598]]",POINT,أسماء رئيسة
الحوامظه,"[[42.468317, 17.237849]]",POINT,أسماء رئيسة
الحوايا,"[[42.987785, 17.141676]]",POINT,أسماء رئيسة
الحوايق,"[[42.576935, 17.465837]]",POINT,أسماء رئيسة
الحوتين,"[[42.608328, 17.141118]]",POINT,أسماء رئيسة
الحوجرة,"[[43.014393, 16.528587]]",POINT,أسماء رئيسة
الحوراني,"[[42.910109, 16.77402]]",POINT,أسماء رئيسة
الحيله,"[[42.953303, 16.915641]]",POINT,أسماء رئيسة
الخادمة,"[[43.12784, 16.664801]]",POINT,أسماء رئيسة
الخالف,"[[43.099172, 16.994991]]",POINT,أسماء رئيسة
الخالفة,"[[43.066814, 17.03692]]",POINT,أسماء رئيسة
الخايع,"[[43.147345, 16.934052]]",POINT,أسماء رئيسة
الخبار,"[[43.199165, 17.04973]]",POINT,أسماء رئيسة
الخباري,"[[42.991433, 16.842728]]",POINT,أسماء رئيسة
الخباري,"[[42.584167, 17.369449]]",POINT,أسماء رئيسة
الخبطه,"[[42.635, 17.435002]]",POINT,أسماء رئيسة
الخبوت,"[[42.83932, 16.731791]]",POINT,أسماء رئيسة
الختارسة,"[[42.890089, 16.83923]]",POINT,أسماء رئيسة
الختارشه,"[[42.794001, 16.841483]]",POINT,أسماء رئيسة
الخرابة,"[[43.014715, 16.615276]]",POINT,أسماء رئيسة
الخرابه,"[[42.933755, 16.758077]]",POINT,أسماء رئيسة
الخرادلة,"[[42.636995, 16.932292]]",POINT,أسماء رئيسة
الخرايج,"[[43.144448, 16.850002]]",POINT,أسماء رئيسة
الخرت,"[[43.006089, 17.003553]]",POINT,أسماء رئيسة
الخرشة,"[[42.984288, 16.919825]]",POINT,أسماء رئيسة
الخرشة,"[[43.024178, 16.644716]]",POINT,أسماء رئيسة
الخرشه,"[[43.090825, 17.06239]]",POINT,أسماء رئيسة
الخرم,"[[42.764926, 16.977997]]",POINT,أسماء رئيسة
الخزان,"[[42.851872, 17.1067]]",POINT,أسماء رئيسة
الخزنه,"[[42.804129, 16.881094]]",POINT,أسماء رئيسة
الخشابية,"[[42.757952, 16.939051]]",POINT,أسماء رئيسة
الخشابيه,"[[42.721302, 16.947677]]",POINT,أسماء رئيسة
الخشعة,"[[43.109622, 16.86985]]",POINT,أسماء رئيسة
الخشل,"[[43.135242, 16.876996]]",POINT,أسماء رئيسة
الخشلين,"[[43.127217, 16.869442]]",POINT,أسماء رئيسة
الخصاوية,"[[42.64427, 16.940103]]",POINT,أسماء رئيسة
الخصورة الشارة,"[[43.027225, 17.102215]]",POINT,أسماء رئيسة
الخضراء,"[[42.481384, 17.141676]]",POINT,أسماء رئيسة
الخضراء,"[[42.581935, 17.177789]]",POINT,أسماء رئيسة
الخضراء,"[[42.897212, 17.03943]]",POINT,أسماء رئيسة
الخضراء,"[[42.773681, 16.824403]]",POINT,أسماء رئيسة
الخضراء,"[[42.913799, 16.703103]]",POINT,أسماء رئيسة
الخضراء,"[[42.966113, 16.66832]]",POINT,أسماء رئيسة
الخضراء,"[[42.962401, 16.585386]]",POINT,أسماء رئيسة
الخضراء الجنوبيه,"[[42.81209, 17.039495]]",POINT,أسماء رئيسة
الخضراء الشماليه,"[[42.808249, 17.055459]]",POINT,أسماء رئيسة
الخطام,"[[43.071942, 17.250831]]",POINT,أسماء رئيسة
