name,lon_lat,coor_type,category
قاع ام شفلح,"[[38.440475, 30.698547]]",POINT,أسماء ثانوية
قاع ام طرفاء,"[[39.637663, 30.153158]]",POINT,أسماء ثانوية
قاع ام كهف,"[[39.764478, 29.780631]]",POINT,أسماء ثانوية
قاع بوهان,"[[37.616844, 31.457977]]",POINT,أسماء ثانوية
قاع ثنيات الريلان,"[[38.220234, 29.602661]]",POINT,أسماء ثانوية
قاع جعلة,"[[38.449745, 29.423618]]",POINT,أسماء ثانوية
قاع قصيمة الارنب,"[[38.636856, 29.742393]]",POINT,أسماء ثانوية
قاع ودي موت,"[[39.345732, 30.629454]]",POINT,أسماء ثانوية
قبر قريفان,"[[38.86699, 30.846155]]",POINT,أسماء ثانوية
قرو مشروع الجبيلي,"[[41.60677, 29.175289]]",POINT,أسماء ثانوية
قرية ام نسوق,"[[40.70029, 29.949675]]",POINT,أسماء ثانوية
قصايم الارنب,"[[38.637865, 29.800308]]",POINT,أسماء ثانوية
قصايم الدم,"[[38.75159, 29.799685]]",POINT,أسماء ثانوية
قصايم القطر,"[[38.860209, 29.847772]]",POINT,أسماء ثانوية
طلعة العوجاء,"[[40.082824, 30.394235]]",POINT,أسماء ثانوية
طلعة ريشان,"[[39.757354, 29.972291]]",POINT,أسماء ثانوية
طلعت الوايت,"[[37.658343, 29.931929]]",POINT,أسماء ثانوية
طويرف الغضاة,"[[39.574578, 28.951271]]",POINT,أسماء ثانوية
ظهرة الحنظليات,"[[40.166788, 30.736313]]",POINT,أسماء ثانوية
ظهرة الطوير,"[[40.058599, 29.897468]]",POINT,أسماء ثانوية
ظهرة خوعاء,"[[40.398102, 29.746299]]",POINT,أسماء ثانوية
ظهرة زلوم,"[[40.311134, 30.335226]]",POINT,أسماء ثانوية
ظهرة شويحط,"[[40.172281, 30.444124]]",POINT,أسماء ثانوية
ظهرة قارا,"[[40.279527, 29.770331]]",POINT,أسماء ثانوية
ظهير حمار,"[[39.798017, 30.030742]]",POINT,أسماء ثانوية
عايلة ام ضمران,"[[39.01773, 30.273664]]",POINT,أسماء ثانوية
عثة ابا القور,"[[40.796249, 30.323231]]",POINT,أسماء ثانوية
عرفجاء,"[[38.717773, 30.031106]]",POINT,أسماء ثانوية
عرق الحقنه,"[[40.052483, 29.82655]]",POINT,أسماء ثانوية
عريفج,"[[38.687475, 29.959095]]",POINT,أسماء ثانوية
عش الغراب,"[[37.530992, 31.491752]]",POINT,أسماء ثانوية
عشة القرية,"[[41.104188, 30.339174]]",POINT,أسماء ثانوية
عقلة القليب,"[[41.401827, 30.117753]]",POINT,أسماء ثانوية
عقيلات الصلبة,"[[41.857138, 30.085802]]",POINT,أسماء ثانوية
عقيلات عرفة,"[[41.4026, 29.982011]]",POINT,أسماء ثانوية
عين الشايب,"[[37.525864, 31.289406]]",POINT,أسماء ثانوية
عين الناقة,"[[37.978878, 30.828667]]",POINT,أسماء ثانوية
عين حظوظاء,"[[38.221092, 30.827637]]",POINT,أسماء ثانوية
غرائس,"[[39.297946, 30.206072]]",POINT,أسماء ثانوية
غرايس أم طعيس,"[[39.181752, 30.349324]]",POINT,أسماء ثانوية
غريسة أم نخله,"[[39.04659, 30.266218]]",POINT,أسماء ثانوية
غريسة ام غدران,"[[38.931491, 30.127108]]",POINT,أسماء ثانوية
غريسة ام غدران,"[[39.174886, 30.178735]]",POINT,أسماء ثانوية
غضيا الرشيده,"[[38.86905, 30.565295]]",POINT,أسماء ثانوية
غضيا الملح,"[[38.924432, 30.588491]]",POINT,أسماء ثانوية
غنمة,"[[40.21584, 30.324712]]",POINT,أسماء ثانوية
غويطة جراد,"[[39.337771, 29.617188]]",POINT,أسماء ثانوية
فاج الحداد,"[[41.211219, 30.313447]]",POINT,أسماء ثانوية
فاج الصليبي,"[[41.638205, 30.387776]]",POINT,أسماء ثانوية
فاج الطريفاوي,"[[41.30559, 30.226929]]",POINT,أسماء ثانوية
فاج القليب,"[[41.526883, 30.199828]]",POINT,أسماء ثانوية
فاج المشاش,"[[41.402686, 30.398548]]",POINT,أسماء ثانوية
فج البويتات,"[[41.20019, 29.992332]]",POINT,أسماء ثانوية
فرائد شويحط,"[[40.01976, 30.586495]]",POINT,أسماء ثانوية
فرش الكروان,"[[40.869398, 29.640255]]",POINT,أسماء ثانوية
فرشة الرشيده,"[[38.890722, 30.571346]]",POINT,أسماء ثانوية
فرشة بن ضبيعان,"[[38.945417, 30.716078]]",POINT,أسماء ثانوية
فلوق الراشد,"[[40.112994, 29.13836]]",POINT,أسماء ثانوية
طبقة كبد,"[[41.008873, 29.916093]]",POINT,أسماء ثانوية
سمنان,"[[38.84182, 29.668171]]",POINT,أسماء ثانوية
سمينين الرمل,"[[38.865638, 29.602919]]",POINT,أسماء ثانوية
سهلة ظلما,"[[39.103668, 30.147407]]",POINT,أسماء ثانوية
شاظي ام نسوق,"[[40.637999, 29.959888]]",POINT,أسماء ثانوية
شبه التوم,"[[40.93523, 29.101582]]",POINT,أسماء ثانوية
شجرة معارك,"[[39.088004, 30.361769]]",POINT,أسماء ثانوية
شداد المسماء,"[[38.24873, 31.013567]]",POINT,أسماء ثانوية
شطنة معارك,"[[39.021614, 30.315742]]",POINT,أسماء ثانوية
شعفة الارطاوية,"[[41.034579, 29.381111]]",POINT,أسماء ثانوية
شعفة سعد,"[[40.904846, 29.602919]]",POINT,أسماء ثانوية
شفلحية الحنظلية,"[[40.195971, 30.694942]]",POINT,أسماء ثانوية
شهبا التربه,"[[38.93029, 30.821178]]",POINT,أسماء ثانوية
شهبا معارك,"[[38.994448, 30.300422]]",POINT,أسماء ثانوية
شويحط,"[[39.640367, 30.677025]]",POINT,أسماء ثانوية
شويحط,"[[40.130332, 30.503776]]",POINT,أسماء ثانوية
صبخة الدروز,"[[37.470932, 31.317515]]",POINT,أسماء ثانوية
صحراء الجورعة,"[[38.889949, 30.474915]]",POINT,أسماء ثانوية
صخرة الرقبان,"[[37.459559, 31.449115]]",POINT,أسماء ثانوية
صليب الطرفاء,"[[40.833349, 29.916673]]",POINT,أسماء ثانوية
صوانة الحوي,"[[38.184228, 29.185245]]",POINT,أسماء ثانوية
ضاحك,"[[37.187262, 31.461389]]",POINT,أسماء ثانوية
خر السحامي,"[[41.280291, 29.679544]]",POINT,أسماء ثانوية
خر شخير,"[[41.007993, 29.567535]]",POINT,أسماء ثانوية
خر شخير,"[[41.070864, 29.61957]]",POINT,أسماء ثانوية
خر عنيزة,"[[41.244414, 29.737115]]",POINT,أسماء ثانوية
خر مسعود,"[[41.385005, 29.29101]]",POINT,أسماء ثانوية
خر مسعود,"[[41.550121, 29.340963]]",POINT,أسماء ثانوية
خريان القرية,"[[41.735859, 30.175903]]",POINT,أسماء ثانوية
خش الثور,"[[41.114166, 30.058379]]",POINT,أسماء ثانوية
خشة الثوير,"[[41.058419, 30.08076]]",POINT,أسماء ثانوية
خشم الأضارع,"[[39.53546, 29.827838]]",POINT,أسماء ثانوية
خشم الصنع,"[[41.294947, 30.046341]]",POINT,أسماء ثانوية
خشم العقاب,"[[39.374785, 29.617574]]",POINT,أسماء ثانوية
خشم المخروق,"[[40.631733, 30.053101]]",POINT,أسماء ثانوية
خشم الهلالي,"[[41.047883, 30.687025]]",POINT,أسماء ثانوية
خشم زلوم,"[[40.34435, 30.301752]]",POINT,أسماء ثانوية
خشم كبد,"[[41.049621, 30.035698]]",POINT,أسماء ثانوية
خشم نخرير,"[[41.315246, 30.183392]]",POINT,أسماء ثانوية
خط السلطاني,"[[40.850258, 29.690723]]",POINT,أسماء ثانوية
خفس القرية,"[[41.537697, 29.837301]]",POINT,أسماء ثانوية
خفس النجم,"[[37.850454, 30.18822]]",POINT,أسماء ثانوية
خل ابو قاع,"[[38.620141, 29.22183]]",POINT,أسماء ثانوية
خناصر البويتات,"[[41.236238, 29.990208]]",POINT,أسماء ثانوية
خويمات حدرج,"[[37.763121, 30.246027]]",POINT,أسماء ثانوية
خيل النصلة,"[[39.546769, 30.432429]]",POINT,أسماء ثانوية
دحل ابو تينة,"[[41.610138, 30.024755]]",POINT,أسماء ثانوية
دحل ذريع,"[[41.476071, 29.903026]]",POINT,أسماء ثانوية
دحل ذهيبة,"[[41.610482, 30.011022]]",POINT,أسماء ثانوية
دحل زعال,"[[41.526732, 29.841893]]",POINT,أسماء ثانوية
دحل عبيد,"[[41.52596, 29.858222]]",POINT,أسماء ثانوية
دحل مسيعيد,"[[41.576643, 30.043337]]",POINT,أسماء ثانوية
دحول ابو مقام,"[[41.541538, 29.855089]]",POINT,أسماء ثانوية
دويخلة الحنظليات,"[[40.378425, 30.590959]]",POINT,أسماء ثانوية
دويخلة الحنظليات,"[[40.492859, 30.680523]]",POINT,أسماء ثانوية
دويخلة الهلباء,"[[41.436653, 29.522839]]",POINT,أسماء ثانوية
ذبه,"[[38.267355, 30.967412]]",POINT,أسماء ثانوية
ذخر,"[[40.801399, 30.108333]]",POINT,أسماء ثانوية
راس شويحط,"[[39.36661, 30.844953]]",POINT,أسماء ثانوية
رجلة الشيخ,"[[39.569042, 29.824383]]",POINT,أسماء ثانوية
رجم الحوصاء,"[[41.316319, 29.563694]]",POINT,أسماء ثانوية
رجم الخدام,"[[40.950508, 29.68111]]",POINT,أسماء ثانوية
رجم الخفي,"[[41.352024, 29.281654]]",POINT,أسماء ثانوية
رجم الداب,"[[37.814898, 31.582131]]",POINT,أسماء ثانوية
رجم الشبلي,"[[41.480427, 29.989843]]",POINT,أسماء ثانوية
رجم الطير,"[[39.73242, 30.197425]]",POINT,أسماء ثانوية
رجم الظهرة,"[[40.256395, 29.751148]]",POINT,أسماء ثانوية
رجم العرفجي,"[[41.543598, 29.252987]]",POINT,أسماء ثانوية
رجم المجدورة,"[[40.761681, 29.793549]]",POINT,أسماء ثانوية
رجم المريكاني,"[[39.741454, 30.506094]]",POINT,أسماء ثانوية
رجم المسائر,"[[40.94656, 30.732279]]",POINT,أسماء ثانوية
رجم ام اذان,"[[40.866673, 29.849961]]",POINT,أسماء ثانوية
رجم رشمة,"[[41.270485, 29.393578]]",POINT,أسماء ثانوية
رجم شعفة ام الحمام,"[[40.894718, 29.617681]]",POINT,أسماء ثانوية
رجم عبيدالله,"[[41.403351, 29.261913]]",POINT,أسماء ثانوية
رجم غريسة,"[[39.120812, 30.25624]]",POINT,أسماء ثانوية
رجم قعيد,"[[41.385498, 29.623604]]",POINT,أسماء ثانوية
رجم لوي,"[[41.176329, 30.015678]]",POINT,أسماء ثانوية
رجم مجول,"[[40.79773, 29.756126]]",POINT,أسماء ثانوية
رجوم الضيرين,"[[40.550108, 29.733725]]",POINT,أسماء ثانوية
رجوم الكلاب,"[[40.631583, 29.833975]]",POINT,أسماء ثانوية
رجوم الكلب,"[[40.871458, 29.746342]]",POINT,أسماء ثانوية
رجوم صامد,"[[39.217265, 30.307696]]",POINT,أسماء ثانوية
رجوم ضويرين,"[[40.568476, 29.6842]]",POINT,أسماء ثانوية
رديفة العزبة,"[[41.216412, 30.070481]]",POINT,أسماء ثانوية
رضمة عبوان,"[[39.845481, 28.794565]]",POINT,أسماء ثانوية
رضوى,"[[37.655833, 31.376674]]",POINT,أسماء ثانوية
ريش الغينة,"[[37.805371, 30.018682]]",POINT,أسماء ثانوية
ريضان الزبيدي,"[[41.016684, 30.0949]]",POINT,أسماء ثانوية
ريع الثنية,"[[38.083141, 29.69347]]",POINT,أسماء ثانوية
ريع الخيل,"[[37.6524, 29.912767]]",POINT,أسماء ثانوية
ريع المعي,"[[39.320691, 29.47046]]",POINT,أسماء ثانوية
ريع ام رقيبة,"[[39.673176, 29.360855]]",POINT,أسماء ثانوية
سبتيا,"[[41.35123, 30.033381]]",POINT,أسماء ثانوية
سبخة اثرة,"[[37.613583, 31.380215]]",POINT,أسماء ثانوية
سبخة الجوف,"[[39.896293, 29.812045]]",POINT,أسماء ثانوية
سبخة حظوظاء,"[[38.151054, 30.736763]]",POINT,أسماء ثانوية
سبخة شغار,"[[38.79163, 30.100436]]",POINT,أسماء ثانوية
الرجم الأسود,"[[40.278196, 30.627737]]",POINT,أسماء ثانوية
الرجم الابيض,"[[38.843322, 30.85197]]",POINT,أسماء ثانوية
الرحى,"[[39.21557, 30.759423]]",POINT,أسماء ثانوية
الردمه ام قبور,"[[39.162526, 30.283513]]",POINT,أسماء ثانوية
الردهه,"[[39.581637, 29.383922]]",POINT,أسماء ثانوية
الرسلانية,"[[37.503891, 31.143064]]",POINT,أسماء ثانوية
الرشيدة,"[[38.782854, 30.512853]]",POINT,أسماء ثانوية
الرمانتان,"[[39.533336, 29.949996]]",POINT,أسماء ثانوية
الريتين,"[[39.695857, 30.073078]]",POINT,أسماء ثانوية
الزينه,"[[39.730296, 29.265518]]",POINT,أسماء ثانوية
الساقي,"[[40.735674, 29.951477]]",POINT,أسماء ثانوية
الساقي,"[[41.149378, 30.204163]]",POINT,أسماء ثانوية
السبخانية,"[[39.800827, 30.115564]]",POINT,أسماء ثانوية
السرحان,"[[38.249996, 30.750003]]",POINT,أسماء ثانوية
الشامه,"[[37.908583, 31.515484]]",POINT,أسماء ثانوية
الشيره (خب الجمل),"[[38.836412, 29.398234]]",POINT,أسماء ثانوية
الصوان,"[[37.491746, 31.088669]]",POINT,أسماء ثانوية
الضبعيه,"[[40.110011, 30.059946]]",POINT,أسماء ثانوية
الطلحات,"[[38.101187, 30.276411]]",POINT,أسماء ثانوية
الطوسية,"[[39.879599, 30.747643]]",POINT,أسماء ثانوية
الظريفيه,"[[39.527328, 30.192833]]",POINT,أسماء ثانوية
الظليات,"[[39.596379, 30.026579]]",POINT,أسماء ثانوية
العاذرية,"[[40.086386, 30.231071]]",POINT,أسماء ثانوية
العجرميات,"[[39.895198, 30.4476]]",POINT,أسماء ثانوية
العجرمية  ام خمة,"[[39.94277, 30.536671]]",POINT,أسماء ثانوية
العدام,"[[40.522664, 30.031428]]",POINT,أسماء ثانوية
العريق,"[[38.979878, 28.984272]]",POINT,أسماء ثانوية
العريق,"[[39.416671, 29.81668]]",POINT,أسماء ثانوية
العصبي,"[[38.135819, 30.603619]]",POINT,أسماء ثانوية
العوجاء,"[[40.072975, 30.377562]]",POINT,أسماء ثانوية
الغضبا,"[[37.538288, 31.431777]]",POINT,أسماء ثانوية
الطويل,"[[39.401586, 29.356778]]",POINT,أسماء ثانوية
اللبه,"[[41.479697, 29.42703]]",POINT,أسماء ثانوية
الفريدة,"[[41.530251, 29.873993]]",POINT,أسماء ثانوية
الفياض,"[[40.037034, 30.028853]]",POINT,أسماء ثانوية
القرا,"[[37.708769, 30.956104]]",POINT,أسماء ثانوية
القرو,"[[40.851545, 29.653645]]",POINT,أسماء ثانوية
القرية,"[[41.272953, 29.925642]]",POINT,أسماء ثانوية
القرينية,"[[37.791874, 31.334832]]",POINT,أسماء ثانوية
القصاص,"[[39.208746, 30.02439]]",POINT,أسماء ثانوية
القصايم,"[[38.789656, 29.907725]]",POINT,أسماء ثانوية
القصوريات,"[[40.920596, 29.87807]]",POINT,أسماء ثانوية
الكدره,"[[38.921664, 29.494901]]",POINT,أسماء ثانوية
اللغف,"[[38.673356, 29.350812]]",POINT,أسماء ثانوية
المبرز,"[[40.449171, 29.808054]]",POINT,أسماء ثانوية
المتاهة,"[[39.163942, 29.458165]]",POINT,أسماء ثانوية
المحاص,"[[39.608588, 30.341535]]",POINT,أسماء ثانوية
المحيرثات,"[[40.732541, 29.280667]]",POINT,أسماء ثانوية
المحيضر,"[[37.792668, 30.961876]]",POINT,أسماء ثانوية
المروت,"[[39.877818, 29.305408]]",POINT,أسماء ثانوية
المشراف,"[[39.532306, 29.235156]]",POINT,أسماء ثانوية
المطرح,"[[39.786537, 30.552163]]",POINT,أسماء ثانوية
المطق,"[[40.496721, 29.284937]]",POINT,أسماء ثانوية
المعاصر,"[[38.317738, 30.749531]]",POINT,أسماء ثانوية
المعترضة,"[[39.478254, 29.95079]]",POINT,أسماء ثانوية
المعيزيلة,"[[38.16365, 29.75044]]",POINT,أسماء ثانوية
المعيلة,"[[40.666516, 30.671618]]",POINT,أسماء ثانوية
المفازة,"[[39.079335, 30.603426]]",POINT,أسماء ثانوية
المفرجية,"[[39.261253, 30.097282]]",POINT,أسماء ثانوية
المكيحيل,"[[39.436862, 28.653696]]",POINT,أسماء ثانوية
المهملة,"[[40.100398, 30.637436]]",POINT,أسماء ثانوية
الموحل,"[[41.311812, 30.101166]]",POINT,أسماء ثانوية
الناعم,"[[37.758229, 31.633415]]",POINT,أسماء ثانوية
النظيم,"[[39.569578, 29.226272]]",POINT,أسماء ثانوية
النهدين,"[[39.164908, 29.851871]]",POINT,أسماء ثانوية
النهيدين,"[[40.76226, 30.771911]]",POINT,أسماء ثانوية
الهمر,"[[40.116878, 30.049474]]",POINT,أسماء ثانوية
الهنديات,"[[39.854279, 29.238331]]",POINT,أسماء ثانوية
الوديان,"[[40.937655, 30.650997]]",POINT,أسماء ثانوية
ام الشنين,"[[39.157462, 28.836751]]",POINT,أسماء ثانوية
ام المقابر,"[[39.999998, 30.033317]]",POINT,أسماء ثانوية
ام المقابر,"[[40.040209, 30.171998]]",POINT,أسماء ثانوية
ام نخلة,"[[37.371304, 31.21351]]",POINT,أسماء ثانوية
ام نخيلة,"[[38.551047, 29.499021]]",POINT,أسماء ثانوية
باعجة المعتدل,"[[40.572853, 30.601559]]",POINT,أسماء ثانوية
باعجة المعتدل,"[[40.580277, 30.512853]]",POINT,أسماء ثانوية
بتراء شيبة,"[[38.66282, 30.554266]]",POINT,أسماء ثانوية
براعم الرتم,"[[37.644825, 31.483576]]",POINT,أسماء ثانوية
بربك البويتات,"[[41.19386, 30.006623]]",POINT,أسماء ثانوية
بربك خشة الثوير,"[[41.054621, 30.070868]]",POINT,أسماء ثانوية
برثة حلمه,"[[39.585736, 29.186232]]",POINT,أسماء ثانوية
برقا رغيان,"[[38.885937, 29.497583]]",POINT,أسماء ثانوية
برقاء الربيعان,"[[40.901585, 30.38887]]",POINT,أسماء ثانوية
برقاء الشراري,"[[37.895279, 31.340389]]",POINT,أسماء ثانوية
برقاء قنيفذات,"[[38.93265, 29.671476]]",POINT,أسماء ثانوية
بركة ابن كساب,"[[38.88628, 30.237679]]",POINT,أسماء ثانوية
بركة الهدهد,"[[39.711928, 29.35873]]",POINT,أسماء ثانوية
بركة فايض القريطه,"[[38.545039, 30.629497]]",POINT,أسماء ثانوية
بركة وثرالجاثي,"[[38.374472, 30.730798]]",POINT,أسماء ثانوية
بسيطاء المندسة,"[[38.088098, 29.865904]]",POINT,أسماء ثانوية
بطن الرعن,"[[41.325245, 30.03499]]",POINT,أسماء ثانوية
بقالة الغينة,"[[37.743723, 30.018253]]",POINT,أسماء ثانوية
بقايا قصيمه,"[[37.421236, 31.447999]]",POINT,أسماء ثانوية
بنية الشنيفي,"[[41.387558, 29.020901]]",POINT,أسماء ثانوية
بنية الغالبية,"[[40.567918, 29.018326]]",POINT,أسماء ثانوية
بنية بطحا,"[[40.04611, 28.647795]]",POINT,أسماء ثانوية
بنية حواس,"[[40.517557, 28.946443]]",POINT,أسماء ثانوية
بنية دمج,"[[40.834465, 29.039955]]",POINT,أسماء ثانوية
بنية رويعي,"[[41.309109, 29.04768]]",POINT,أسماء ثانوية
بنية سهيل,"[[40.822105, 29.017639]]",POINT,أسماء ثانوية
بنية مناحي,"[[41.316662, 28.939533]]",POINT,أسماء ثانوية
بنية ناصر,"[[40.541611, 29.056435]]",POINT,أسماء ثانوية
بيضان الوجيه,"[[40.855064, 30.77116]]",POINT,أسماء ثانوية
تلعة الشيب,"[[39.541254, 30.288856]]",POINT,أسماء ثانوية
تلعة الضبعه,"[[37.643108, 31.560545]]",POINT,أسماء ثانوية
تلعة الضروية,"[[41.020181, 30.47219]]",POINT,أسماء ثانوية
تلعة العرفجي الشرقية,"[[41.59456, 29.290645]]",POINT,أسماء ثانوية
تلعة العرفجي الغربية,"[[41.560743, 29.295859]]",POINT,أسماء ثانوية
تلعة العرفجي الغربية,"[[41.574326, 29.332466]]",POINT,أسماء ثانوية
تلعة المفازة,"[[39.081609, 30.614412]]",POINT,أسماء ثانوية
تلعة ام تليل,"[[40.869827, 30.461504]]",POINT,أسماء ثانوية
تلعة ليلى الشماليه,"[[38.686595, 30.90173]]",POINT,أسماء ثانوية
تليل السبوق,"[[37.935512, 31.498296]]",POINT,أسماء ثانوية
تليل الصقار,"[[38.606815, 29.577084]]",POINT,أسماء ثانوية
تليل الصقار,"[[40.383339, 30.249996]]",POINT,أسماء ثانوية
تليل الصقار,"[[40.475564, 30.178564]]",POINT,أسماء ثانوية
تليل القراب,"[[38.427429, 30.959988]]",POINT,أسماء ثانوية
تليل المهمر,"[[40.663426, 30.27463]]",POINT,أسماء ثانوية
تليل عفرات,"[[37.205436, 31.484199]]",POINT,أسماء ثانوية
تليلات الدسم,"[[38.564243, 30.911579]]",POINT,أسماء ثانوية
تليلات الضبيب,"[[41.524866, 30.325227]]",POINT,أسماء ثانوية
ثقب قارة ام طليحة,"[[40.994024, 30.101337]]",POINT,أسماء ثانوية
جابية ابن نصار,"[[38.696187, 30.472255]]",POINT,أسماء ثانوية
جال الامغر,"[[40.577488, 30.168822]]",POINT,أسماء ثانوية
جال الجوبة الشرقي,"[[40.612893, 29.771769]]",POINT,أسماء ثانوية
جال الجوبة الغربي,"[[40.099411, 30.35471]]",POINT,أسماء ثانوية
جال ام طليحة,"[[41.009538, 30.11301]]",POINT,أسماء ثانوية
