name,lon_lat,coor_type,category
بلادية الحسكي,"[[43.850899, 28.165855]]",POINT,أسماء ثانوية
بليدان,"[[44.853766, 27.879224]]",POINT,أسماء ثانوية
بنية الحنفاء,"[[41.447296, 28.856106]]",POINT,أسماء ثانوية
بوابة الحرة,"[[39.236448, 31.278205]]",POINT,أسماء ثانوية
بيضان الوجيه,"[[40.855064, 30.77116]]",POINT,أسماء ثانوية
تل القزاز,"[[38.863513, 31.373992]]",POINT,أسماء ثانوية
تل ام خنصر,"[[41.631253, 30.790021]]",POINT,أسماء ثانوية
تل ندفا,"[[39.766152, 31.233358]]",POINT,أسماء ثانوية
تل ودي عمرو,"[[39.246683, 31.048286]]",POINT,أسماء ثانوية
تلاع الطقاق,"[[40.561674, 31.121564]]",POINT,أسماء ثانوية
تلاع غنيم,"[[40.37261, 31.528487]]",POINT,أسماء ثانوية
تلعة الخطيمة,"[[39.013653, 31.80954]]",POINT,أسماء ثانوية
تلعة الخطيمة,"[[39.12255, 31.888268]]",POINT,أسماء ثانوية
تلعة الخفايا,"[[41.537011, 29.531765]]",POINT,أسماء ثانوية
تلعة العرفجي الشرقية,"[[41.59456, 29.290645]]",POINT,أسماء ثانوية
تلعة العرفجي الشرقية,"[[41.632755, 29.312296]]",POINT,أسماء ثانوية
تلعة العرفجي الغربية,"[[41.560743, 29.295859]]",POINT,أسماء ثانوية
تلعة العرفجي الغربية,"[[41.574326, 29.332466]]",POINT,أسماء ثانوية
تلعة العوجاء,"[[42.053819, 29.391346]]",POINT,أسماء ثانوية
تلعة العوجاء,"[[42.03543, 29.355361]]",POINT,أسماء ثانوية
تلعة الناصفة,"[[42.131045, 30.075095]]",POINT,أسماء ثانوية
تلعة الوسيطاء,"[[40.919631, 31.24649]]",POINT,أسماء ثانوية
تلعة ام النيصة,"[[42.118063, 29.52565]]",POINT,أسماء ثانوية
تلعة ام حبس,"[[41.736074, 29.324355]]",POINT,أسماء ثانوية
تلعة ام حبس,"[[41.759548, 29.326351]]",POINT,أسماء ثانوية
تلعة ام طعيس,"[[42.10551, 29.621952]]",POINT,أسماء ثانوية
تلعة ام عساكر,"[[40.641775, 30.869222]]",POINT,أسماء ثانوية
تلعة ام قبر,"[[43.51661, 28.52422]]",POINT,أسماء ثانوية
تلعة ام مساجد,"[[42.143362, 29.703577]]",POINT,أسماء ثانوية
تلعة ام مساجد,"[[42.173831, 29.677033]]",POINT,أسماء ثانوية
تلعة بعيثران,"[[38.527315, 31.128666]]",POINT,أسماء ثانوية
تلعة عطية,"[[41.271472, 31.421092]]",POINT,أسماء ثانوية
تلعة ليلى الشماليه,"[[38.686595, 30.90173]]",POINT,أسماء ثانوية
تلعة موحة,"[[41.721418, 29.438102]]",POINT,أسماء ثانوية
تلعة موحة,"[[41.767316, 29.48267]]",POINT,أسماء ثانوية
تلعة هبين الكدادة,"[[40.566394, 31.212201]]",POINT,أسماء ثانوية
تلول الجوزلي,"[[42.178831, 30.699105]]",POINT,أسماء ثانوية
تلول السعائر,"[[41.129594, 30.75717]]",POINT,أسماء ثانوية
تلول الشحم,"[[38.257635, 31.201193]]",POINT,أسماء ثانوية
تلول المكمن,"[[38.20457, 31.220784]]",POINT,أسماء ثانوية
تلول طيارات,"[[41.798494, 30.36679]]",POINT,أسماء ثانوية
تليل الخفيس,"[[41.669426, 30.582676]]",POINT,أسماء ثانوية
تليل القراب,"[[38.427429, 30.959988]]",POINT,أسماء ثانوية
تليلات الدسم,"[[38.564243, 30.911579]]",POINT,أسماء ثانوية
تليلات النعيج,"[[38.108869, 31.742914]]",POINT,أسماء ثانوية
تول الذفر,"[[45.66669, 28.999958]]",POINT,أسماء ثانوية
ثقب فيحان,"[[43.383207, 29.476318]]",POINT,أسماء ثانوية
جال البطن,"[[44.013248, 29.633367]]",POINT,أسماء ثانوية
جال الخرماء,"[[45.120506, 29.027295]]",POINT,أسماء ثانوية
جال الذيب,"[[42.034936, 29.622767]]",POINT,أسماء ثانوية
جال الرعن,"[[41.713157, 29.815908]]",POINT,أسماء ثانوية
جال الشعبه,"[[44.689164, 29.07654]]",POINT,أسماء ثانوية
جال الشعبه,"[[44.815335, 28.984423]]",POINT,أسماء ثانوية
جال العاذرية,"[[42.99757, 30.108161]]",POINT,أسماء ثانوية
جال الغراء,"[[41.899066, 29.087334]]",POINT,أسماء ثانوية
جال المحوى,"[[44.253058, 28.441093]]",POINT,أسماء ثانوية
جال المغطي,"[[44.667706, 28.327861]]",POINT,أسماء ثانوية
جال ام رضمه,"[[44.733324, 28.683135]]",POINT,أسماء ثانوية
جال كريم,"[[44.841707, 28.890545]]",POINT,أسماء ثانوية
جال نواظر,"[[43.216031, 29.558415]]",POINT,أسماء ثانوية
جحفة بهيتان,"[[43.966985, 28.536129]]",POINT,أسماء ثانوية
جديدة عرعر,"[[41.421525, 31.231041]]",POINT,أسماء ثانوية
جريبان,"[[43.826394, 29.582255]]",POINT,أسماء ثانوية
جو ابو تل,"[[42.847366, 30.158157]]",POINT,أسماء ثانوية
جو الدليميه,"[[45.658364, 28.873894]]",POINT,أسماء ثانوية
جو الرديف,"[[42.799816, 30.151119]]",POINT,أسماء ثانوية
جو الشيخ,"[[42.401304, 30.625033]]",POINT,أسماء ثانوية
جو الشير,"[[42.62352, 30.385265]]",POINT,أسماء ثانوية
جو ام عماره,"[[44.947858, 28.025823]]",POINT,أسماء ثانوية
جو ريبثان,"[[44.40779, 29.392762]]",POINT,أسماء ثانوية
جو زعبلي,"[[44.313054, 29.286354]]",POINT,أسماء ثانوية
جو سماح,"[[45.55202, 28.871577]]",POINT,أسماء ثانوية
جو ظرفاء,"[[42.214172, 28.960991]]",POINT,أسماء ثانوية
جو عريفج,"[[44.276168, 29.392183]]",POINT,أسماء ثانوية
جو غبيشان,"[[45.108683, 27.853324]]",POINT,أسماء ثانوية
جو ما يباتبه,"[[44.572177, 29.098856]]",POINT,أسماء ثانوية
جيان الشميلة,"[[42.880003, 30.246112]]",POINT,أسماء ثانوية
جيلان البحيرة,"[[39.763255, 31.672211]]",POINT,أسماء ثانوية
جيلان الحنظليات,"[[40.514231, 30.794034]]",POINT,أسماء ثانوية
حامر,"[[40.199404, 31.396801]]",POINT,أسماء ثانوية
حتيفة ابو رواث,"[[43.721981, 29.252729]]",POINT,أسماء ثانوية
حجرة البشوك,"[[44.769888, 28.209994]]",POINT,أسماء ثانوية
حجرة الخنبش,"[[45.0739, 27.804143]]",POINT,أسماء ثانوية
حدق رصاص ابو صور,"[[44.400001, 29.016159]]",POINT,أسماء ثانوية
حديج,"[[44.408112, 28.8204]]",POINT,أسماء ثانوية
حزيز كلب,"[[42.73834, 29.865839]]",POINT,أسماء ثانوية
حصاة جليهيد,"[[40.008731, 31.289942]]",POINT,أسماء ثانوية
حفائر النبت,"[[43.188887, 28.994186]]",POINT,أسماء ثانوية
حفاير صلف,"[[41.77635, 28.928568]]",POINT,أسماء ثانوية
حفاير نخيلان,"[[44.500573, 28.961763]]",POINT,أسماء ثانوية
حقي البيض,"[[44.552135, 28.585224]]",POINT,أسماء ثانوية
حقي الجنب,"[[42.622747, 30.245254]]",POINT,أسماء ثانوية
حقي القصاص,"[[44.666698, 29.000001]]",POINT,أسماء ثانوية
حقي الهمل,"[[43.656127, 29.126387]]",POINT,أسماء ثانوية
حقي ام رضمه,"[[44.781239, 28.685131]]",POINT,أسماء ثانوية
حقي ام رضمه,"[[44.779415, 28.53246]]",POINT,أسماء ثانوية
حمراء الضبي,"[[41.621103, 30.374451]]",POINT,أسماء ثانوية
حوايا الضويحي,"[[44.032345, 28.153453]]",POINT,أسماء ثانوية
خبة الدخول,"[[44.352772, 27.950184]]",POINT,أسماء ثانوية
خبة ام نقي,"[[44.228489, 28.122082]]",POINT,أسماء ثانوية
خبطة البويضاء,"[[41.69039, 29.346328]]",POINT,أسماء ثانوية
خر مسعود,"[[41.550121, 29.340963]]",POINT,أسماء ثانوية
خر مسعود,"[[41.65844, 29.439754]]",POINT,أسماء ثانوية
خرماء كريم,"[[44.863486, 28.85999]]",POINT,أسماء ثانوية
خريمة ام عشر,"[[44.841385, 27.620487]]",POINT,أسماء ثانوية
خشة الثور,"[[42.16748, 30.054731]]",POINT,أسماء ثانوية
خشم الثمامي,"[[44.950669, 27.680697]]",POINT,أسماء ثانوية
خشم المحنوك,"[[44.634726, 28.817289]]",POINT,أسماء ثانوية
خشم ام كثاثيل,"[[45.033367, 27.99988]]",POINT,أسماء ثانوية
خشم سنار,"[[41.704874, 29.693813]]",POINT,أسماء ثانوية
خشم سنار,"[[43.087971, 29.20372]]",POINT,أسماء ثانوية
خط التمر,"[[43.69297, 29.67521]]",POINT,أسماء ثانوية
خفس القرية,"[[41.537697, 29.837301]]",POINT,أسماء ثانوية
خليقة البضاضيك,"[[44.607604, 28.230336]]",POINT,أسماء ثانوية
خليقة الليوان,"[[42.307749, 29.770782]]",POINT,أسماء ثانوية
خليقة الليوان,"[[42.308865, 29.76913]]",POINT,أسماء ثانوية
خنيفسان,"[[43.375332, 29.063838]]",POINT,أسماء ثانوية
خور ابو عمارة,"[[42.73128, 28.926787]]",POINT,أسماء ثانوية
خور ابو عمارة,"[[42.849426, 29.015064]]",POINT,أسماء ثانوية
خور ابو نخلة,"[[43.734019, 28.411825]]",POINT,أسماء ثانوية
خور ابيض افم,"[[43.049755, 28.728776]]",POINT,أسماء ثانوية
خور ابيض افم,"[[43.079882, 28.74856]]",POINT,أسماء ثانوية
خور البيضة,"[[43.344884, 28.856363]]",POINT,أسماء ثانوية
خور الثنابيل,"[[43.351514, 28.635757]]",POINT,أسماء ثانوية
خور الداب,"[[42.505181, 29.460762]]",POINT,أسماء ثانوية
خور الطعيس,"[[43.693421, 28.479331]]",POINT,أسماء ثانوية
خور العاقر,"[[43.010273, 28.753624]]",POINT,أسماء ثانوية
خور العاقر,"[[43.025551, 28.781519]]",POINT,أسماء ثانوية
خور العود,"[[44.768515, 27.946236]]",POINT,أسماء ثانوية
خور الغار,"[[41.631339, 29.53582]]",POINT,أسماء ثانوية
خور الغار,"[[41.591191, 29.653966]]",POINT,أسماء ثانوية
خور الفحل,"[[43.152022, 28.722146]]",POINT,أسماء ثانوية
خور الفحل,"[[43.161786, 28.747444]]",POINT,أسماء ثانوية
خور المحولة,"[[42.728813, 29.023368]]",POINT,أسماء ثانوية
خور المحولة,"[[42.733898, 28.593485]]",POINT,أسماء ثانوية
خور الوجاج,"[[43.156185, 29.07212]]",POINT,أسماء ثانوية
خور درب البل,"[[43.470733, 28.606768]]",POINT,أسماء ثانوية
خور سند,"[[42.775741, 28.992319]]",POINT,أسماء ثانوية
خور سند,"[[42.830715, 29.034762]]",POINT,أسماء ثانوية
خور سيف,"[[43.219914, 29.009185]]",POINT,أسماء ثانوية
خور عجلان,"[[41.68642, 29.625878]]",POINT,أسماء ثانوية
خور عجلان,"[[41.728327, 29.632444]]",POINT,أسماء ثانوية
خور غنيم,"[[45.687332, 28.789566]]",POINT,أسماء ثانوية
دباية عصيفيره,"[[44.976912, 28.794243]]",POINT,أسماء ثانوية
دحل ابو سديرة,"[[45.074329, 28.879967]]",POINT,أسماء ثانوية
دحل ابو طوطاح,"[[45.140076, 28.852179]]",POINT,أسماء ثانوية
دحل ارقط,"[[39.55503, 31.588225]]",POINT,أسماء ثانوية
دحل الباردة,"[[44.6105, 28.243275]]",POINT,أسماء ثانوية
دحل البكار,"[[44.008098, 28.149011]]",POINT,أسماء ثانوية
دحل البولي,"[[44.959402, 28.863423]]",POINT,أسماء ثانوية
دحل الحلبة,"[[42.255993, 29.863329]]",POINT,أسماء ثانوية
دحل الراعي,"[[44.595137, 28.496389]]",POINT,أسماء ثانوية
دحل الراعي,"[[44.594879, 28.329792]]",POINT,أسماء ثانوية
دحل الزفراوية,"[[42.809966, 29.708319]]",POINT,أسماء ثانوية
دحل الطبق,"[[41.723349, 31.152999]]",POINT,أسماء ثانوية
دحل الطريفاوي,"[[39.260738, 31.720855]]",POINT,أسماء ثانوية
دحل العرفجيات,"[[42.738168, 29.876654]]",POINT,أسماء ثانوية
دحل العريمطيات,"[[42.65547, 29.77149]]",POINT,أسماء ثانوية
دحل العكراوي,"[[44.097276, 29.166491]]",POINT,أسماء ثانوية
دحل المجيلس,"[[42.6983, 29.624977]]",POINT,أسماء ثانوية
دحل المطار,"[[42.996647, 28.992469]]",POINT,أسماء ثانوية
دحل الهبكة,"[[42.281764, 29.854059]]",POINT,أسماء ثانوية
دحل الوجاج,"[[44.093628, 28.146114]]",POINT,أسماء ثانوية
دحل اليحفوف,"[[43.890316, 29.26775]]",POINT,أسماء ثانوية
دحل ام بيان,"[[41.775341, 29.694672]]",POINT,أسماء ثانوية
دحل ام حبل,"[[42.309959, 29.626629]]",POINT,أسماء ثانوية
دحل دليمان,"[[42.226682, 29.841163]]",POINT,أسماء ثانوية
دحل زعال,"[[41.526732, 29.841893]]",POINT,أسماء ثانوية
دحل زينات الاسم,"[[42.269833, 29.85599]]",POINT,أسماء ثانوية
دحل سعود,"[[42.293394, 29.934633]]",POINT,أسماء ثانوية
دحل سويف ام جدار,"[[41.627412, 31.213639]]",POINT,أسماء ثانوية
دحل شرق شعيب مغطي,"[[44.662943, 28.465533]]",POINT,أسماء ثانوية
دحل عكيرا,"[[44.090989, 29.189558]]",POINT,أسماء ثانوية
دحل مروة,"[[41.604302, 29.821873]]",POINT,أسماء ثانوية
دحل مي,"[[44.676697, 28.356593]]",POINT,أسماء ثانوية
دحل وزا,"[[44.614792, 28.281555]]",POINT,أسماء ثانوية
دحول ابا القد,"[[42.823656, 29.722974]]",POINT,أسماء ثانوية
دحول ابا القد,"[[42.810009, 29.725163]]",POINT,أسماء ثانوية
دحول ابا القد,"[[42.804151, 29.723318]]",POINT,أسماء ثانوية
دحول ابا القد,"[[42.821338, 29.701989]]",POINT,أسماء ثانوية
دحول ابا القد,"[[42.82666, 29.708319]]",POINT,أسماء ثانوية
دحول ابو مقام,"[[41.541538, 29.855089]]",POINT,أسماء ثانوية
دحول الليوان,"[[42.305603, 29.772027]]",POINT,أسماء ثانوية
دحول المندسة,"[[42.359719, 29.843245]]",POINT,أسماء ثانوية
