name,lon_lat,coor_type,category
الحرم,"[[39.611206, 24.468784]]",POINT,أسماء ثانوية
الحسون,"[[36.748581, 27.106361]]",POINT,أسماء ثانوية
الحشاه,"[[37.380316, 26.395898]]",POINT,أسماء ثانوية
الحشفه,"[[38.899863, 24.12087]]",POINT,أسماء ثانوية
الحصانة,"[[39.994161, 24.470286]]",POINT,أسماء ثانوية
الحصون,"[[39.277453, 25.714273]]",POINT,أسماء ثانوية
الحصيد,"[[39.40062, 25.554457]]",POINT,أسماء ثانوية
الحصين,"[[39.515827, 23.161111]]",POINT,أسماء ثانوية
الحفيرة,"[[39.311121, 26.000004]]",POINT,أسماء ثانوية
الحفيرة,"[[40.358319, 23.004169]]",POINT,أسماء ثانوية
الحقوية,"[[39.181108, 24.333322]]",POINT,أسماء ثانوية
الحلحال,"[[39.350002, 25.722213]]",POINT,أسماء ثانوية
الحلفا,"[[38.460839, 24.804726]]",POINT,أسماء ثانوية
الحلق,"[[38.786674, 23.745832]]",POINT,أسماء ثانوية
الحلقة,"[[39.270287, 23.892152]]",POINT,أسماء ثانوية
الحليقه,"[[39.632084, 23.688176]]",POINT,أسماء ثانوية
الحمر,"[[41.598895, 24.026949]]",POINT,أسماء ثانوية
الحمراء,"[[38.976209, 24.313688]]",POINT,أسماء ثانوية
الحمنه,"[[39.920154, 22.97621]]",POINT,أسماء ثانوية
الحمى,"[[40.99999, 24.666667]]",POINT,أسماء ثانوية
الحميمه,"[[40.702651, 24.39394]]",POINT,أسماء ثانوية
الحنان,"[[38.766675, 23.806944]]",POINT,أسماء ثانوية
الحوي,"[[39.71667, 23.434718]]",POINT,أسماء ثانوية
الحيل,"[[40.550344, 22.647393]]",POINT,أسماء ثانوية
الخائع,"[[38.945825, 23.802781]]",POINT,أسماء ثانوية
الخائع,"[[38.950009, 23.833337]]",POINT,أسماء ثانوية
الخار,"[[41.050007, 23.716671]]",POINT,أسماء ثانوية
الخانقان,"[[39.558334, 24.59444]]",POINT,أسماء ثانوية
الخجوج,"[[38.016665, 26.325002]]",POINT,أسماء ثانوية
الخد,"[[39.29168, 23.499992]]",POINT,أسماء ثانوية
الخر,"[[39.688883, 23.291659]]",POINT,أسماء ثانوية
الخرانيق,"[[39.079163, 25.352776]]",POINT,أسماء ثانوية
الخشبي,"[[39.220076, 23.411071]]",POINT,أسماء ثانوية
الخشنة,"[[38.783326, 23.736112]]",POINT,أسماء ثانوية
الخشيبة,"[[37.967227, 25.994167]]",POINT,أسماء ثانوية
الخشيرمة,"[[38.962884, 24.175887]]",POINT,أسماء ثانوية
الخضراء,"[[39.108324, 24.08334]]",POINT,أسماء ثانوية
الخطام,"[[37.076755, 27.192149]]",POINT,أسماء ثانوية
الخطام,"[[39.900005, 26.15834]]",POINT,أسماء ثانوية
الخفج,"[[40.20936, 24.865386]]",POINT,أسماء ثانوية
الخليل,"[[39.58138, 24.594762]]",POINT,أسماء ثانوية
الخنصره,"[[40.357654, 23.362899]]",POINT,أسماء ثانوية
الدار الحمراء,"[[37.46501, 27.346945]]",POINT,أسماء ثانوية
الدبة,"[[39.588332, 24.781101]]",POINT,أسماء ثانوية
الدرهفه,"[[40.56633, 25.100327]]",POINT,أسماء ثانوية
الدريج,"[[38.972776, 24.184384]]",POINT,أسماء ثانوية
الدعاعة,"[[37.767563, 27.147689]]",POINT,أسماء ثانوية
الدغفيه,"[[39.275737, 23.824024]]",POINT,أسماء ثانوية
الدف,"[[38.780558, 23.799713]]",POINT,أسماء ثانوية
الدكاك,"[[39.258335, 25.721676]]",POINT,أسماء ثانوية
الدهاني,"[[38.973935, 24.199469]]",POINT,أسماء ثانوية
الدهناء,"[[38.479164, 24.136105]]",POINT,أسماء ثانوية
الدهيث,"[[37.875001, 26.427784]]",POINT,أسماء ثانوية
الدواره,"[[39.750574, 23.259859]]",POINT,أسماء ثانوية
الدواي,"[[38.540275, 23.727787]]",POINT,أسماء ثانوية
الدوداء,"[[39.47113, 24.021306]]",POINT,أسماء ثانوية
الدومة,"[[39.38, 25.214438]]",POINT,أسماء ثانوية
الدويفنة,"[[38.7111, 23.730555]]",POINT,أسماء ثانوية
الذبحي,"[[39.658327, 24.713895]]",POINT,أسماء ثانوية
الذكريه,"[[39.301293, 23.993089]]",POINT,أسماء ثانوية
الربض,"[[39.528465, 23.177977]]",POINT,أسماء ثانوية
الربض,"[[39.51941, 23.175402]]",POINT,أسماء ثانوية
الربط,"[[39.513896, 24.193053]]",POINT,أسماء ثانوية
الربوض,"[[41.078331, 25.466931]]",POINT,أسماء ثانوية
الرتج,"[[38.938208, 24.097781]]",POINT,أسماء ثانوية
الرجب,"[[39.057791, 24.066668]]",POINT,أسماء ثانوية
الرجع,"[[38.994727, 23.525569]]",POINT,أسماء ثانوية
الرجم,"[[37.874959, 26.900003]]",POINT,أسماء ثانوية
الرحاب,"[[39.929745, 23.300457]]",POINT,أسماء ثانوية
الرحرحان,"[[40.593882, 23.22778]]",POINT,أسماء ثانوية
الرحية,"[[41.057217, 24.511378]]",POINT,أسماء ثانوية
الردة,"[[39.688132, 26.197736]]",POINT,أسماء ثانوية
الرشاء,"[[38.667219, 25.93194]]",POINT,أسماء ثانوية
الرشي,"[[38.96121, 24.19492]]",POINT,أسماء ثانوية
الرصاصية,"[[38.058336, 24.324996]]",POINT,أسماء ثانوية
الرصراصة,"[[39.254472, 24.169943]]",POINT,أسماء ثانوية
الرصفة,"[[39.243035, 23.752935]]",POINT,أسماء ثانوية
الرطرطية,"[[41.045566, 25.002222]]",POINT,أسماء ثانوية
الرطرطية,"[[41.807506, 25.002222]]",POINT,أسماء ثانوية
الرعاديه,"[[37.977934, 26.865306]]",POINT,أسماء ثانوية
الرغابة,"[[39.59168, 24.555001]]",POINT,أسماء ثانوية
الركب,"[[38.066661, 26.900003]]",POINT,أسماء ثانوية
الركبتان,"[[38.705564, 24.047227]]",POINT,أسماء ثانوية
الرماحيه,"[[38.039882, 26.825631]]",POINT,أسماء ثانوية
الرمث,"[[39.226642, 24.293153]]",POINT,أسماء ثانوية
الرمضه,"[[39.652662, 23.461668]]",POINT,أسماء ثانوية
الرميد,"[[40.274999, 23.030562]]",POINT,أسماء ثانوية
الروان,"[[39.250331, 25.737855]]",POINT,أسماء ثانوية
الروضة,"[[39.533615, 24.270558]]",POINT,أسماء ثانوية
الرويثة,"[[39.081931, 23.935282]]",POINT,أسماء ثانوية
الرويحاء,"[[38.963892, 24.210005]]",POINT,أسماء ثانوية
الريان,"[[39.311593, 23.455446]]",POINT,أسماء ثانوية
الريان,"[[39.300005, 23.458321]]",POINT,أسماء ثانوية
الريان,"[[39.341676, 23.474994]]",POINT,أسماء ثانوية
الريان,"[[39.749994, 23.123603]]",POINT,أسماء ثانوية
الريان,"[[39.718044, 23.424997]]",POINT,أسماء ثانوية
الريانه,"[[39.750938, 23.532887]]",POINT,أسماء ثانوية
الريع,"[[38.941104, 24.201121]]",POINT,أسماء ثانوية
الزبيرة,"[[39.777782, 23.466668]]",POINT,أسماء ثانوية
الزربوط,"[[38.824117, 24.407866]]",POINT,أسماء ثانوية
الزنادية,"[[37.3842, 27.09044]]",POINT,أسماء ثانوية
الزهيراء,"[[39.341676, 25.933335]]",POINT,أسماء ثانوية
الساهبه,"[[41.266859, 25.5021]]",POINT,أسماء ثانوية
السبخة,"[[40.723958, 22.64441]]",POINT,أسماء ثانوية
السحمه,"[[37.215972, 27.094645]]",POINT,أسماء ثانوية
السخل,"[[38.499999, 25.966659]]",POINT,أسماء ثانوية
السدر,"[[39.764156, 23.451991]]",POINT,أسماء ثانوية
السده,"[[39.697423, 23.200421]]",POINT,أسماء ثانوية
السديرة,"[[39.441669, 23.737507]]",POINT,أسماء ثانوية
السرد,"[[38.483305, 25.359213]]",POINT,أسماء ثانوية
السرف,"[[38.051684, 26.768017]]",POINT,أسماء ثانوية
السطح,"[[37.441771, 26.166794]]",POINT,أسماء ثانوية
السطوح,"[[38.969214, 24.328988]]",POINT,أسماء ثانوية
السعدانيه,"[[38.634861, 23.869815]]",POINT,أسماء ثانوية
السقيا,"[[37.939181, 26.196384]]",POINT,أسماء ثانوية
السلالم,"[[39.243057, 25.724444]]",POINT,أسماء ثانوية
السليم,"[[38.54918, 23.749716]]",POINT,أسماء ثانوية
السليميه,"[[38.957455, 24.119947]]",POINT,أسماء ثانوية
السناوي,"[[38.527787, 23.672211]]",POINT,أسماء ثانوية
السنوية,"[[39.199991, 23.424997]]",POINT,أسماء ثانوية
السنيان,"[[39.212265, 23.382189]]",POINT,أسماء ثانوية
السهلة,"[[39.400642, 24.020276]]",POINT,أسماء ثانوية
السهيم,"[[39.260287, 25.721118]]",POINT,أسماء ثانوية
السيح,"[[39.758341, 23.675001]]",POINT,أسماء ثانوية
السيف,"[[38.94722, 24.004161]]",POINT,أسماء ثانوية
السيف,"[[39.168062, 24.024997]]",POINT,أسماء ثانوية
الشامي واليماني,"[[39.311121, 23.65556]]",POINT,أسماء ثانوية
الشبوليه,"[[38.923101, 24.349029]]",POINT,أسماء ثانوية
الشث,"[[39.438879, 23.866661]]",POINT,أسماء ثانوية
الشربة,"[[41.916339, 24.168956]]",POINT,أسماء ثانوية
الشرح,"[[38.868234, 26.274211]]",POINT,أسماء ثانوية
الشرح,"[[38.808067, 26.268675]]",POINT,أسماء ثانوية
الشرفة,"[[39.333329, 25.958333]]",POINT,أسماء ثانوية
الشرفة,"[[39.241662, 24.220283]]",POINT,أسماء ثانوية
الشريق,"[[38.722773, 24.880557]]",POINT,أسماء ثانوية
الشعابه,"[[38.944087, 24.16194]]",POINT,أسماء ثانوية
الشعب,"[[38.947499, 24.195285]]",POINT,أسماء ثانوية
الشعبة,"[[39.695835, 23.512502]]",POINT,أسماء ثانوية
الشعيبة,"[[41.807785, 24.108896]]",POINT,أسماء ثانوية
الشقر,"[[39.333329, 26.303329]]",POINT,أسماء ثانوية
الشلول,"[[37.51668, 26.525009]]",POINT,أسماء ثانوية
الشهيباء,"[[38.675587, 26.308672]]",POINT,أسماء ثانوية
الشويحطية,"[[37.11334, 27.151101]]",POINT,أسماء ثانوية
الشيروان,"[[38.223324, 26.724458]]",POINT,أسماء ثانوية
الصحراء,"[[41.350136, 23.465831]]",POINT,أسماء ثانوية
الصحن,"[[39.126112, 26.117506]]",POINT,أسماء ثانوية
الصحيصح,"[[38.867075, 26.452761]]",POINT,أسماء ثانوية
الصخري,"[[39.206107, 25.705004]]",POINT,أسماء ثانوية
الصدمتان,"[[38.802788, 23.802223]]",POINT,أسماء ثانوية
الصدير,"[[40.751359, 23.057406]]",POINT,أسماء ثانوية
الصديرة,"[[39.000006, 23.366675]]",POINT,أسماء ثانوية
الصغيره,"[[38.974557, 24.184449]]",POINT,أسماء ثانوية
الصفق الحمر,"[[39.261339, 25.764077]]",POINT,أسماء ثانوية
الصفي,"[[38.964064, 24.194169]]",POINT,أسماء ثانوية
الصفي,"[[38.954451, 24.108059]]",POINT,أسماء ثانوية
الصفياويه,"[[38.95252, 24.110162]]",POINT,أسماء ثانوية
الصفينية,"[[40.334244, 23.380902]]",POINT,أسماء ثانوية
الصلبية,"[[37.911673, 26.613886]]",POINT,أسماء ثانوية
الصليبة,"[[38.006709, 26.726561]]",POINT,أسماء ثانوية
الصمره,"[[39.08088, 24.12632]]",POINT,أسماء ثانوية
الصميد,"[[38.645911, 23.742914]]",POINT,أسماء ثانوية
الصميدات الحمر,"[[38.636749, 23.839731]]",POINT,أسماء ثانوية
الصهوة,"[[39.527221, 24.08334]]",POINT,أسماء ثانوية
الصورة,"[[38.39432, 26.025453]]",POINT,أسماء ثانوية
الصوقاء,"[[39.1486, 23.766668]]",POINT,أسماء ثانوية
الصوير,"[[39.308331, 25.711119]]",POINT,أسماء ثانوية
الصيادلة,"[[39.1670962, 24.7536765]]",POINT,أسماء ثانوية
الصيغ,"[[38.743072, 23.94305]]",POINT,أسماء ثانوية
الضرس,"[[40.287509, 25.303895]]",POINT,أسماء ثانوية
الضلوع,"[[41.534994, 23.78083]]",POINT,أسماء ثانوية
الضليعة,"[[38.080566, 25.665286]]",POINT,أسماء ثانوية
الضييقة,"[[37.266676, 26.638885]]",POINT,أسماء ثانوية
الطارف,"[[39.072211, 24.204168]]",POINT,أسماء ثانوية
الطبق,"[[38.693161, 24.903002]]",POINT,أسماء ثانوية
الطبق,"[[38.828967, 25.754635]]",POINT,أسماء ثانوية
الطبق,"[[39.806921, 24.508331]]",POINT,أسماء ثانوية
الطرفاء,"[[39.906936, 23.327215]]",POINT,أسماء ثانوية
الطريف,"[[39.045839, 23.308332]]",POINT,أسماء ثانوية
الطليعه,"[[38.344066, 24.725204]]",POINT,أسماء ثانوية
الطور,"[[39.006937, 24.431942]]",POINT,أسماء ثانوية
الطويلة,"[[41.558147, 24.219961]]",POINT,أسماء ثانوية
الطير,"[[39.18334, 25.779998]]",POINT,أسماء ثانوية
العاصد,"[[38.869436, 23.764436]]",POINT,أسماء ثانوية
العاند,"[[39.116671, 23.501387]]",POINT,أسماء ثانوية
العدايم,"[[38.380544, 26.773617]]",POINT,أسماء ثانوية
العذر,"[[40.150566, 23.216665]]",POINT,أسماء ثانوية
العذيبة,"[[38.466675, 23.93333]]",POINT,أسماء ثانوية
العرج,"[[39.000006, 23.708324]]",POINT,أسماء ثانوية
العردات,"[[38.88334, 26.749992]]",POINT,أسماء ثانوية
العرقوب,"[[37.086539, 27.120974]]",POINT,أسماء ثانوية
العريضة,"[[38.824997, 23.641677]]",POINT,أسماء ثانوية
العريق الاحمر,"[[39.252627, 24.228287]]",POINT,أسماء ثانوية
العرين,"[[38.714039, 24.426062]]",POINT,أسماء ثانوية
العشار,"[[38.575959, 25.374062]]",POINT,أسماء ثانوية
العصمية,"[[39.392509, 25.737491]]",POINT,أسماء ثانوية
العطشان,"[[39.698775, 23.478127]]",POINT,أسماء ثانوية
العفرة,"[[39.26945, 24.362505]]",POINT,أسماء ثانوية
العقد,"[[40.355616, 23.068736]]",POINT,أسماء ثانوية
العقدة,"[[38.889713, 23.922751]]",POINT,أسماء ثانوية
العقنقل,"[[39.27711, 23.819797]]",POINT,أسماء ثانوية
العقوقفيات,"[[38.304176, 25.569434]]",POINT,أسماء ثانوية
العكباء,"[[37.200007, 27.330551]]",POINT,أسماء ثانوية
العكوف,"[[38.891666, 24.225004]]",POINT,أسماء ثانوية
العلي,"[[38.961039, 24.18668]]",POINT,أسماء ثانوية
العماره,"[[39.261918, 23.769715]]",POINT,أسماء ثانوية
العمارية,"[[38.9375, 23.950002]]",POINT,أسماء ثانوية
العمالية,"[[38.891666, 23.945839]]",POINT,أسماء ثانوية
العمودي,"[[38.866668, 23.947213]]",POINT,أسماء ثانوية
العميدين,"[[37.321801, 27.023492]]",POINT,أسماء ثانوية
العناقان,"[[38.909175, 24.268885]]",POINT,أسماء ثانوية
العهين,"[[40.648942, 25.001621]]",POINT,أسماء ثانوية
العود,"[[38.96194, 24.288325]]",POINT,أسماء ثانوية
العود,"[[39.141669, 23.819432]]",POINT,أسماء ثانوية
العود,"[[39.156668, 24.231119]]",POINT,أسماء ثانوية
العياثم الحمر,"[[41.194611, 25.495319]]",POINT,أسماء ثانوية
العيون,"[[39.560502, 24.559121]]",POINT,أسماء ثانوية
العيينه,"[[38.624003, 23.951268]]",POINT,أسماء ثانوية
الغائر,"[[39.399998, 23.911099]]",POINT,أسماء ثانوية
الغال,"[[38.669171, 26.499689]]",POINT,أسماء ثانوية
الغثريانة,"[[39.298053, 23.433323]]",POINT,أسماء ثانوية
الغراميل,"[[37.809448, 27.417283]]",POINT,أسماء ثانوية
الغرنق,"[[39.08721, 24.209168]]",POINT,أسماء ثانوية
الغريف,"[[40.283325, 22.958336]]",POINT,أسماء ثانوية
الغضف,"[[38.783326, 23.699999]]",POINT,أسماء ثانوية
الغليل,"[[38.524997, 25.054729]]",POINT,أسماء ثانوية
الغمارية,"[[38.164723, 26.116111]]",POINT,أسماء ثانوية
الــقـوز,"[[38.452256, 26.263397]]",POINT,أسماء ثانوية
الفارع,"[[39.862497, 23.332772]]",POINT,أسماء ثانوية
الفجا,"[[38.894434, 24.028065]]",POINT,أسماء ثانوية
الفجريه,"[[38.937521, 24.203911]]",POINT,أسماء ثانوية
الفجيج,"[[38.658335, 23.93333]]",POINT,أسماء ثانوية
الفراش,"[[39.07779, 23.631935]]",POINT,أسماء ثانوية
الفرع,"[[39.829431, 23.477311]]",POINT,أسماء ثانوية
الفرعة,"[[39.119718, 24.136941]]",POINT,أسماء ثانوية
الفري,"[[39.160337, 26.72611]]",POINT,أسماء ثانوية
الفري,"[[36.750061, 27.286155]]",POINT,أسماء ثانوية
الفري,"[[37.935297, 24.304955]]",POINT,أسماء ثانوية
الفريشع,"[[38.94501, 23.662491]]",POINT,أسماء ثانوية
الفطاطيه,"[[39.060259, 24.173098]]",POINT,أسماء ثانوية
الفقرة,"[[39.124718, 24.167776]]",POINT,أسماء ثانوية
الفقرة,"[[39.679999, 24.769728]]",POINT,أسماء ثانوية
الفقير,"[[39.755745, 23.567798]]",POINT,أسماء ثانوية
الفقيه,"[[38.542893, 23.716564]]",POINT,أسماء ثانوية
الفيفاء,"[[39.749994, 23.33333]]",POINT,أسماء ثانوية
القايمه,"[[39.172783, 24.062397]]",POINT,أسماء ثانوية
القبعه,"[[39.178705, 23.995686]]",POINT,أسماء ثانوية
القتلة,"[[38.983333, 23.462505]]",POINT,أسماء ثانوية
القرقرة,"[[39.258335, 25.663891]]",POINT,أسماء ثانوية
القرن,"[[38.383334, 26.01114]]",POINT,أسماء ثانوية
القرين,"[[39.260566, 23.77317]]",POINT,أسماء ثانوية
القرينات,"[[39.175379, 23.846426]]",POINT,أسماء ثانوية
القصريه,"[[39.381351, 23.240011]]",POINT,أسماء ثانوية
القصيبة,"[[39.355001, 25.449443]]",POINT,أسماء ثانوية
القطار,"[[38.578577, 26.412613]]",POINT,أسماء ثانوية
القطية,"[[37.177777, 26.676393]]",POINT,أسماء ثانوية
القفاف,"[[39.350774, 23.426521]]",POINT,أسماء ثانوية
القلاعيه,"[[38.945181, 24.105849]]",POINT,أسماء ثانوية
القليبه,"[[37.966626, 26.882043]]",POINT,أسماء ثانوية
القوس,"[[38.337929, 26.414759]]",POINT,أسماء ثانوية
القويز,"[[39.511106, 23.22499]]",POINT,أسماء ثانوية
الكحيل,"[[38.816135, 26.650965]]",POINT,أسماء ثانوية
الكراتيم,"[[37.500007, 27.249999]]",POINT,أسماء ثانوية
الكورة,"[[39.026463, 25.208173]]",POINT,أسماء ثانوية
الكورة,"[[39.117658, 25.236883]]",POINT,أسماء ثانوية
اللجينه,"[[39.733279, 24.498224]]",POINT,أسماء ثانوية
اللحي,"[[37.285109, 26.856916]]",POINT,أسماء ثانوية
اللحي,"[[39.441669, 23.470831]]",POINT,أسماء ثانوية
اللحيان,"[[38.964922, 24.002981]]",POINT,أسماء ثانوية
اللصب,"[[39.312043, 23.987017]]",POINT,أسماء ثانوية
اللعباء,"[[40.791121, 24.608603]]",POINT,أسماء ثانوية
اللقلقة,"[[36.796496, 27.086899]]",POINT,أسماء ثانوية
اللمة,"[[36.875374, 27.285769]]",POINT,أسماء ثانوية
اللهبان الاسفل,"[[38.948142, 24.164107]]",POINT,أسماء ثانوية
اللوى,"[[41.033335, 23.052771]]",POINT,أسماء ثانوية
الليان,"[[39.342341, 24.000921]]",POINT,أسماء ثانوية
