name,lon_lat,coor_type,category
نقا ابو رويسين,"[[44.80525, 26.688602]]",POINT,أسماء ثانوية
نقا الامغر,"[[45.106773, 27.00109]]",POINT,أسماء ثانوية
نقا التنهات,"[[46.405649, 26.218185]]",POINT,أسماء ثانوية
نقا الجمل,"[[46.324174, 26.423707]]",POINT,أسماء ثانوية
نقا الحنان,"[[46.249609, 26.458747]]",POINT,أسماء ثانوية
نقا الحومة,"[[44.897797, 27.312205]]",POINT,أسماء ثانوية
نقا الخنصر,"[[44.888635, 27.239721]]",POINT,أسماء ثانوية
نقا الدسمه,"[[44.502182, 26.66502]]",POINT,أسماء ثانوية
نقا الفريد,"[[44.830334, 27.508543]]",POINT,أسماء ثانوية
نقا المطوع,"[[45.86174, 26.626225]]",POINT,أسماء ثانوية
نقا ام طليحة,"[[45.13984, 26.98092]]",POINT,أسماء ثانوية
نقا خريم,"[[47.344723, 25.341511]]",POINT,أسماء ثانوية
نقا سليمان,"[[44.804842, 26.722291]]",POINT,أسماء ثانوية
نقا صولة,"[[44.773235, 26.694932]]",POINT,أسماء ثانوية
نقا محرقة,"[[45.787067, 26.623478]]",POINT,أسماء ثانوية
نقا هشال,"[[46.2433, 26.404953]]",POINT,أسماء ثانوية
نقرة أبو أرطى,"[[44.579751, 26.577988]]",POINT,أسماء ثانوية
نقرة أبو قبر,"[[44.568615, 26.622727]]",POINT,أسماء ثانوية
نقرة أم قبر,"[[44.939232, 26.844213]]",POINT,أسماء ثانوية
نقرة الاثلة,"[[44.714699, 26.305389]]",POINT,أسماء ثانوية
نقرة الامية,"[[44.738731, 26.264191]]",POINT,أسماء ثانوية
نقرة البقعاوية,"[[44.615736, 26.594167]]",POINT,أسماء ثانوية
نقرة الخليل,"[[44.759331, 26.295776]]",POINT,أسماء ثانوية
نقرة رميحة,"[[44.518383, 26.550028]]",POINT,أسماء ثانوية
نقرة زهلولة,"[[44.740448, 26.29715]]",POINT,أسماء ثانوية
نبطاء حوفية,"[[43.484745, 21.791618]]",POINT,أسماء ثانوية
نجار,"[[44.08468, 24.18256]]",POINT,أسماء ثانوية
نخيل القديم,"[[46.692624, 22.075481]]",POINT,أسماء ثانوية
نديم قلها,"[[46.675072, 22.837572]]",POINT,أسماء ثانوية
نظيم كنهرا,"[[47.421734, 25.860679]]",POINT,أسماء ثانوية
نغر الدخيل,"[[46.304347, 26.656952]]",POINT,أسماء ثانوية
نغر الذيب,"[[46.254523, 26.539106]]",POINT,أسماء ثانوية
نغر صياح,"[[46.394792, 26.528592]]",POINT,أسماء ثانوية
مقطع البيب,"[[47.258291, 23.74197]]",POINT,أسماء ثانوية
مقطع البيب,"[[47.625132, 23.508167]]",POINT,أسماء ثانوية
مقطع البيب,"[[47.455788, 23.29005]]",POINT,أسماء ثانوية
مقطع الجافي,"[[47.346761, 25.061252]]",POINT,أسماء ثانوية
مقطع وادي الخوار,"[[47.833443, 23.735533]]",POINT,أسماء ثانوية
مقناص,"[[44.876404, 27.189789]]",POINT,أسماء ثانوية
مقناص,"[[45.008326, 26.9135]]",POINT,أسماء ثانوية
مقناص,"[[45.747113, 26.665535]]",POINT,أسماء ثانوية
مقناص,"[[45.751748, 26.520267]]",POINT,أسماء ثانوية
مقناص ام الهشيم,"[[44.866619, 27.146873]]",POINT,أسماء ثانوية
مقناص خبة السياريات,"[[44.862843, 27.123785]]",POINT,أسماء ثانوية
مقناص سواد,"[[45.774965, 26.97607]]",POINT,أسماء ثانوية
مقناص نقيان,"[[44.68955, 26.876421]]",POINT,أسماء ثانوية
مقوع السرة,"[[45.355339, 22.778435]]",POINT,أسماء ثانوية
مكبة,"[[46.902094, 21.130056]]",POINT,أسماء ثانوية
ملتبه,"[[46.4167, 25.816369]]",POINT,أسماء ثانوية
مليح,"[[44.915199, 26.142826]]",POINT,أسماء ثانوية
مملحة القصب,"[[45.551205, 25.255165]]",POINT,أسماء ثانوية
مناثر ارطى وعاذر,"[[45.954437, 26.683731]]",POINT,أسماء ثانوية
مناقع بني لذة,"[[47.37545, 24.428787]]",POINT,أسماء ثانوية
منتزة الريميات,"[[45.014784, 26.126196]]",POINT,أسماء ثانوية
منتزه الديرة,"[[47.307472, 25.434208]]",POINT,أسماء ثانوية
منجم الجدعاء,"[[44.78008, 22.516437]]",POINT,أسماء ثانوية
منجور المخاريم,"[[44.838231, 20.629599]]",POINT,أسماء ثانوية
منطقة حزوم,"[[46.41655, 22.12904]]",POINT,أسماء ثانوية
منطقة غيهب,"[[46.438158, 22.330141]]",POINT,أسماء ثانوية
منقع الساقية,"[[47.803574, 23.936462]]",POINT,أسماء ثانوية
منقع ام ركبة,"[[46.769314, 23.089142]]",POINT,أسماء ثانوية
منقع ظلما,"[[47.323608, 24.296608]]",POINT,أسماء ثانوية
منقع ظليما,"[[47.33408, 24.354973]]",POINT,أسماء ثانوية
منقع مبهل,"[[46.136398, 21.319656]]",POINT,أسماء ثانوية
مهامة ام جص,"[[42.555885, 24.519768]]",POINT,أسماء ثانوية
لغف,"[[46.34737, 22.826242]]",POINT,أسماء ثانوية
لغف حرابة,"[[46.019154, 26.815739]]",POINT,أسماء ثانوية
ليلى,"[[46.729939, 22.293642]]",POINT,أسماء ثانوية
ماوان,"[[46.837227, 23.919382]]",POINT,أسماء ثانوية
مبدى القريوي,"[[46.087496, 21.373258]]",POINT,أسماء ثانوية
مبهل الجنوبي,"[[42.359119, 23.946977]]",POINT,أسماء ثانوية
مبهل الشمالي,"[[42.357058, 23.955474]]",POINT,أسماء ثانوية
متك الحنبلي,"[[45.04446, 27.323685]]",POINT,أسماء ثانوية
متك المحيفر,"[[45.169773, 27.140694]]",POINT,أسماء ثانوية
متنزة الثمامة البري,"[[46.51341, 25.302136]]",POINT,أسماء ثانوية
مثاليث ود,"[[46.673226, 21.61706]]",POINT,أسماء ثانوية
مجذم المليحات,"[[45.885043, 23.697188]]",POINT,أسماء ثانوية
مجرى ابو طليحات,"[[45.58249, 25.339236]]",POINT,أسماء ثانوية
مجرى الأحور,"[[45.819211, 24.762068]]",POINT,أسماء ثانوية
مجرى السدر,"[[45.56556, 25.304475]]",POINT,أسماء ثانوية
مجرى العمار,"[[45.54599, 25.303037]]",POINT,أسماء ثانوية
مجرى الماء,"[[45.577619, 25.30544]]",POINT,أسماء ثانوية
مجرى دويغر,"[[45.562341, 25.304239]]",POINT,أسماء ثانوية
محاجر رمث,"[[45.731707, 26.319122]]",POINT,أسماء ثانوية
محمية الوعول,"[[46.429145, 23.356805]]",POINT,أسماء ثانوية
محمية الوعول,"[[46.503346, 23.393369]]",POINT,أسماء ثانوية
محمية عروق بني معارض,"[[45.869164, 19.60551]]",POINT,أسماء ثانوية
محمية مجامع الهضب,"[[43.773115, 21.260326]]",POINT,أسماء ثانوية
محوى الشعب,"[[45.894892, 25.910375]]",POINT,أسماء ثانوية
مدفون المجهولة,"[[46.248429, 23.782589]]",POINT,أسماء ثانوية
مدفون حنيظلة,"[[46.284242, 23.724139]]",POINT,أسماء ثانوية
مذرب ثميدان,"[[44.217052, 23.153687]]",POINT,أسماء ثانوية
مذرب ثميدان,"[[44.267521, 23.154545]]",POINT,أسماء ثانوية
مربط فروه,"[[44.966698, 26.983001]]",POINT,أسماء ثانوية
مرقب,"[[46.235361, 21.993771]]",POINT,أسماء ثانوية
مركز محمية الوعول,"[[46.769357, 23.358586]]",POINT,أسماء ثانوية
مريصيص,"[[44.221537, 24.052055]]",POINT,أسماء ثانوية
مريغان,"[[47.28934, 22.130456]]",POINT,أسماء ثانوية
مزارع ابن عجمي,"[[45.680809, 26.931095]]",POINT,أسماء ثانوية
مزارع الجلة,"[[46.421978, 24.469106]]",POINT,أسماء ثانوية
مزارع الجميل,"[[44.724998, 26.295261]]",POINT,أسماء ثانوية
مزارع المسمى,"[[45.32723, 25.242913]]",POINT,أسماء ثانوية
مزارع نازية,"[[45.326672, 25.841217]]",POINT,أسماء ثانوية
مزرعة,"[[44.458151, 26.775913]]",POINT,أسماء ثانوية
مزرعة خزام,"[[46.67696, 25.064836]]",POINT,أسماء ثانوية
مزرعة لزام,"[[44.408712, 26.816425]]",POINT,أسماء ثانوية
مسبخ رملان,"[[45.589142, 22.357349]]",POINT,أسماء ثانوية
مشاش,"[[45.246248, 20.558252]]",POINT,أسماء ثانوية
مشاش البتيراء,"[[45.334761, 26.379569]]",POINT,أسماء ثانوية
مشاش البطحاوي,"[[48.026669, 22.6578]]",POINT,أسماء ثانوية
مشاش الحارة,"[[47.780228, 23.858013]]",POINT,أسماء ثانوية
مشاش الحثاقي,"[[45.325427, 26.321011]]",POINT,أسماء ثانوية
مشاش الدشوش,"[[45.297575, 26.107378]]",POINT,أسماء ثانوية
مشاش الرمضة,"[[45.346413, 19.395075]]",POINT,أسماء ثانوية
مشاش الرمضة,"[[45.361176, 19.305553]]",POINT,أسماء ثانوية
مشاش الرهط,"[[43.860276, 21.618111]]",POINT,أسماء ثانوية
مشاش الشحطية,"[[47.936633, 22.322803]]",POINT,أسماء ثانوية
مشاش الضوة,"[[45.810392, 21.384373]]",POINT,أسماء ثانوية
مشاش الطيط,"[[47.783318, 23.77553]]",POINT,أسماء ثانوية
مشاش العجارين,"[[45.376883, 21.197004]]",POINT,أسماء ثانوية
مشاش العضيان,"[[42.754455, 24.371495]]",POINT,أسماء ثانوية
مشاش المعيزيلة,"[[44.927366, 26.55432]]",POINT,أسماء ثانوية
مشاش النويبت,"[[44.92007, 20.823705]]",POINT,أسماء ثانوية
مشاش الهدابين,"[[45.360832, 26.271272]]",POINT,أسماء ثانوية
مشاش بينه,"[[47.583332, 22.316666]]",POINT,أسماء ثانوية
مشاش تخاديد,"[[47.15435, 22.227209]]",POINT,أسماء ثانوية
مشاش جبيلة,"[[47.316656, 22.433739]]",POINT,أسماء ثانوية
مشاش خنيفساء,"[[45.815456, 24.007852]]",POINT,أسماء ثانوية
مشاش سقمان,"[[43.876412, 21.824899]]",POINT,أسماء ثانوية
مشاش مريغان,"[[47.375901, 22.121079]]",POINT,أسماء ثانوية
مشذب البيضاء,"[[43.827209, 23.672619]]",POINT,أسماء ثانوية
مشذوب الدببيسية,"[[43.862743, 23.563786]]",POINT,أسماء ثانوية
مشذوب خويصران,"[[43.680267, 23.542156]]",POINT,أسماء ثانوية
مشقوق ابن خثيلة,"[[42.811275, 23.464565]]",POINT,أسماء ثانوية
مشقوق الخلف,"[[42.826874, 23.332429]]",POINT,أسماء ثانوية
مشقوق الدخول,"[[46.157534, 22.074902]]",POINT,أسماء ثانوية
مشقوق ام عميرة,"[[43.846908, 21.95313]]",POINT,أسماء ثانوية
مصفوحه,"[[43.718462, 21.202197]]",POINT,أسماء ثانوية
مصقرة الجافي,"[[47.231748, 24.986858]]",POINT,أسماء ثانوية
مصقرة الضبيبية,"[[47.419138, 22.420864]]",POINT,أسماء ثانوية
مصنع الاسمنت الابيض,"[[46.297567, 24.303861]]",POINT,أسماء ثانوية
مطربة,"[[45.029633, 25.98479]]",POINT,أسماء ثانوية
مطل جبل فهرين,"[[45.992074, 24.944844]]",POINT,أسماء ثانوية
مطلة,"[[43.285768, 23.977189]]",POINT,أسماء ثانوية
مغيال ابو سحراء,"[[46.791072, 23.665023]]",POINT,أسماء ثانوية
مغيال اسماء,"[[46.535168, 23.376675]]",POINT,أسماء ثانوية
مغيال عفار,"[[46.532421, 23.482075]]",POINT,أسماء ثانوية
مبهلة,"[[46.391294, 24.356732]]",POINT,أسماء ثانوية
مجزل,"[[45.55011, 26.087809]]",POINT,أسماء ثانوية
مزاليج,"[[48.067696, 24.339759]]",POINT,أسماء ثانوية
قلتة الرصفة,"[[45.044439, 25.941682]]",POINT,أسماء ثانوية
قلتة الصيدية,"[[45.519619, 21.247215]]",POINT,أسماء ثانوية
قلتة العوينة,"[[44.007626, 23.169479]]",POINT,أسماء ثانوية
قلتة القدر,"[[45.720463, 21.607532]]",POINT,أسماء ثانوية
قلتة المزلة,"[[44.961033, 26.178188]]",POINT,أسماء ثانوية
قلتة المستظلة,"[[45.69231, 21.498871]]",POINT,أسماء ثانوية
قلتة المقيود,"[[45.811787, 25.236797]]",POINT,أسماء ثانوية
قلتة الودي,"[[45.75119, 21.59174]]",POINT,أسماء ثانوية
قلتة الوطية,"[[44.970989, 26.06884]]",POINT,أسماء ثانوية
قلتة ام شامة,"[[45.702953, 21.627274]]",POINT,أسماء ثانوية
قلمة النويب,"[[46.813152, 25.741911]]",POINT,أسماء ثانوية
قلمة ام العلاقاء,"[[46.424618, 19.451122]]",POINT,أسماء ثانوية
قلمة جحاجح,"[[46.986701, 25.719445]]",POINT,أسماء ثانوية
قلمة حمدان,"[[46.933014, 25.736353]]",POINT,أسماء ثانوية
قمراء,"[[44.016681, 21.299851]]",POINT,أسماء ثانوية
قنتوب المفاريع,"[[47.416649, 23.616657]]",POINT,أسماء ثانوية
قهب النعيم,"[[43.364861, 23.001466]]",POINT,أسماء ثانوية
قهبان البقرة,"[[42.768574, 22.946148]]",POINT,أسماء ثانوية
قهيب ابن خطاب,"[[44.751756, 20.870955]]",POINT,أسماء ثانوية
قهيب الحميمة,"[[42.848396, 23.675365]]",POINT,أسماء ثانوية
قهيب ذريع,"[[42.781019, 23.028803]]",POINT,أسماء ثانوية
قور أبا النمل,"[[46.290207, 25.170901]]",POINT,أسماء ثانوية
قور أبو أصيفر,"[[46.36709, 25.090349]]",POINT,أسماء ثانوية
قور أبو عنابة,"[[45.922165, 25.62001]]",POINT,أسماء ثانوية
قور أم تيينة,"[[46.299541, 25.148156]]",POINT,أسماء ثانوية
قور ابا النمل,"[[46.290207, 25.170901]]",POINT,أسماء ثانوية
قور ابو اصيفر,"[[46.36709, 25.090349]]",POINT,أسماء ثانوية
قور ابو عنابه,"[[45.922165, 25.62001]]",POINT,أسماء ثانوية
قور اعبلية,"[[45.40746, 23.999784]]",POINT,أسماء ثانوية
قور الأحور,"[[45.804255, 24.789383]]",POINT,أسماء ثانوية
قور البوازم,"[[46.269093, 24.532127]]",POINT,أسماء ثانوية
قور الثنايا,"[[45.689907, 25.791264]]",POINT,أسماء ثانوية
قور الخروعية,"[[45.633452, 23.828058]]",POINT,أسماء ثانوية
قور الخوبشات,"[[46.336298, 25.100541]]",POINT,أسماء ثانوية
قور الرحيلات,"[[45.435956, 25.102022]]",POINT,أسماء ثانوية
قور الصلعاء,"[[46.280208, 26.72714]]",POINT,أسماء ثانوية
قور الطيارات,"[[46.939731, 24.113832]]",POINT,أسماء ثانوية
قور القرع,"[[46.407108, 25.210018]]",POINT,أسماء ثانوية
قور المخنق,"[[46.306944, 25.179591]]",POINT,أسماء ثانوية
قور المطران,"[[46.301408, 25.162468]]",POINT,أسماء ثانوية
قور النخيلة,"[[46.229267, 25.205491]]",POINT,أسماء ثانوية
قور النخيلة,"[[46.21444, 25.218365]]",POINT,أسماء ثانوية
قور النخيلة,"[[46.256454, 25.182381]]",POINT,أسماء ثانوية
قور النخيله,"[[46.229267, 25.205491]]",POINT,أسماء ثانوية
قور النخيله,"[[46.21444, 25.218365]]",POINT,أسماء ثانوية
قور النخيله,"[[46.256454, 25.182381]]",POINT,أسماء ثانوية
قور ام رجوم,"[[45.557556, 23.917558]]",POINT,أسماء ثانوية
قور تمرية,"[[45.850582, 25.656509]]",POINT,أسماء ثانوية
قور جساس,"[[46.293297, 24.525261]]",POINT,أسماء ثانوية
قور جساس,"[[46.29776, 24.523201]]",POINT,أسماء ثانوية
قور دنهش,"[[44.931078, 26.714866]]",POINT,أسماء ثانوية
قور سحق غانم,"[[46.036663, 25.39979]]",POINT,أسماء ثانوية
قور طيارات,"[[45.238845, 26.750872]]",POINT,أسماء ثانوية
قور طيارات,"[[45.26438, 26.722698]]",POINT,أسماء ثانوية
قور طيارات,"[[45.963364, 25.986056]]",POINT,أسماء ثانوية
قور طيارات,"[[46.435025, 25.745194]]",POINT,أسماء ثانوية
قور عيران,"[[45.531421, 23.819132]]",POINT,أسماء ثانوية
قور مصري,"[[46.117966, 24.573777]]",POINT,أسماء ثانوية
قوز النفيعي,"[[43.159468, 22.61452]]",POINT,أسماء ثانوية
قوز سويدان,"[[44.934683, 20.476198]]",POINT,أسماء ثانوية
قونسة ابن غضيان,"[[46.842356, 20.585203]]",POINT,أسماء ثانوية
قونسة ابو فقار,"[[47.382746, 20.259047]]",POINT,أسماء ثانوية
قويد الحفيرة,"[[43.800302, 22.827916]]",POINT,أسماء ثانوية
قويد شريكان,"[[43.281262, 23.327]]",POINT,أسماء ثانوية
قويد موالية,"[[43.888149, 22.084751]]",POINT,أسماء ثانوية
قويد وعلة,"[[43.70518, 22.932823]]",POINT,أسماء ثانوية
قويدات الردادي,"[[43.536415, 23.027515]]",POINT,أسماء ثانوية
قويرات الشميسة,"[[45.651841, 24.832041]]",POINT,أسماء ثانوية
قويرات الغبيبة,"[[47.18585, 22.885036]]",POINT,أسماء ثانوية
قويرة أم ملح,"[[45.3212, 26.453598]]",POINT,أسماء ثانوية
قويرة المحلية,"[[46.329818, 24.392674]]",POINT,أسماء ثانوية
قويرة حجاج,"[[45.496209, 24.015577]]",POINT,أسماء ثانوية
قويرة مشاش البتيراء,"[[45.335319, 26.374183]]",POINT,أسماء ثانوية
قيضة بنا,"[[45.335941, 26.222649]]",POINT,أسماء ثانوية
قيعان ابو سروح,"[[45.973213, 23.822823]]",POINT,أسماء ثانوية
قيعة السرة,"[[45.219555, 22.921085]]",POINT,أسماء ثانوية
قيعة الملح,"[[45.806615, 24.008625]]",POINT,أسماء ثانوية
قيعة ام دعداع,"[[46.001558, 23.997016]]",POINT,أسماء ثانوية
قيعة عفرية,"[[45.945833, 23.962984]]",POINT,أسماء ثانوية
كدرة أم السباع,"[[45.567706, 24.30577]]",POINT,أسماء ثانوية
كسر المزيرع,"[[47.349057, 25.505061]]",POINT,أسماء ثانوية
كمع الاحمر,"[[46.38284, 22.489336]]",POINT,أسماء ثانوية
كمع نويل,"[[46.53815, 22.488992]]",POINT,أسماء ثانوية
قصر عاد,"[[46.757469, 22.199764]]",POINT,أسماء ثانوية
قصمة ابو خيالة,"[[45.83436, 19.892721]]",POINT,أسماء ثانوية
قضيمه,"[[45.516679, 25.983353]]",POINT,أسماء ثانوية
قصر الجزر,"[[45.381861, 25.709918]]",POINT,أسماء ثانوية
قدمة السقطة,"[[46.269093, 24.628429]]",POINT,أسماء ثانوية
قدمة بطينان,"[[45.439754, 26.539385]]",POINT,أسماء ثانوية
قرده,"[[45.3477, 20.395517]]",POINT,أسماء ثانوية
قرشع الشحمه,"[[45.947227, 26.147482]]",POINT,أسماء ثانوية
قرشع القاعيه,"[[45.621672, 26.403601]]",POINT,أسماء ثانوية
قرشع القاعيه,"[[45.785437, 26.410425]]",POINT,أسماء ثانوية
قرعة عمر,"[[47.14184, 25.914559]]",POINT,أسماء ثانوية
قرنة الحسيان,"[[46.845231, 25.566216]]",POINT,أسماء ثانوية
قري أم خضب,"[[46.564693, 25.688331]]",POINT,أسماء ثانوية
قري ابا الطرق,"[[46.806779, 25.319087]]",POINT,أسماء ثانوية
قري ابو حرملة,"[[46.549287, 25.617135]]",POINT,أسماء ثانوية
قري ابو كراش,"[[47.012451, 25.464313]]",POINT,أسماء ثانوية
قري اقعد,"[[46.529739, 25.578768]]",POINT,أسماء ثانوية
قري الجمل,"[[46.805835, 25.543857]]",POINT,أسماء ثانوية
قري الحاويه,"[[46.633937, 25.79195]]",POINT,أسماء ثانوية
قري الختوم الشمالي,"[[46.924238, 25.530424]]",POINT,أسماء ثانوية
قري الخلوي,"[[46.866989, 25.545101]]",POINT,أسماء ثانوية
قري الروم,"[[46.570294, 24.771488]]",POINT,أسماء ثانوية
قري السعيرة,"[[46.799719, 24.270816]]",POINT,أسماء ثانوية
قري الشيوخ,"[[44.925134, 26.322448]]",POINT,أسماء ثانوية
قري الشيوخ,"[[44.935048, 26.340365]]",POINT,أسماء ثانوية
قري الصيد,"[[46.023939, 25.909023]]",POINT,أسماء ثانوية
قري الطافحة,"[[46.616557, 25.574992]]",POINT,أسماء ثانوية
قري الطافحة,"[[46.698117, 25.529201]]",POINT,أسماء ثانوية
قري العرضة,"[[46.962626, 25.511756]]",POINT,أسماء ثانوية
قري العمياء,"[[46.990993, 25.178647]]",POINT,أسماء ثانوية
قري العيد,"[[46.843901, 25.455966]]",POINT,أسماء ثانوية
قري المؤمنية,"[[47.239623, 25.085177]]",POINT,أسماء ثانوية
قري المؤمنية,"[[47.2437, 25.09419]]",POINT,أسماء ثانوية
قري المفقع,"[[47.928028, 23.130856]]",POINT,أسماء ثانوية
قري الملقى,"[[46.550553, 24.81509]]",POINT,أسماء ثانوية
قري الملقى,"[[46.536241, 24.881845]]",POINT,أسماء ثانوية
قري الهايش,"[[46.868212, 25.425196]]",POINT,أسماء ثانوية
قري ام الذر,"[[46.842334, 25.276709]]",POINT,أسماء ثانوية
قري ام الشيح,"[[46.7906, 25.247076]]",POINT,أسماء ثانوية
قري ام حلية,"[[46.954794, 25.355201]]",POINT,أسماء ثانوية
قري ام رميثة,"[[46.94428, 25.299454]]",POINT,أسماء ثانوية
قري ام طليح,"[[46.886666, 25.281751]]",POINT,أسماء ثانوية
قري ام غيران,"[[46.971273, 25.36447]]",POINT,أسماء ثانوية
قري ام فرايد,"[[46.920075, 25.345931]]",POINT,أسماء ثانوية
قري ام فرايد,"[[46.920097, 25.345931]]",POINT,أسماء ثانوية
قري برمه,"[[47.020025, 23.087854]]",POINT,أسماء ثانوية
قري بين,"[[47.166302, 25.242763]]",POINT,أسماء ثانوية
قري حلقان,"[[47.990685, 23.539066]]",POINT,أسماء ثانوية
قري سويد,"[[47.235053, 25.210147]]",POINT,أسماء ثانوية
قري شاهر,"[[46.97108, 25.392988]]",POINT,أسماء ثانوية
قري شويهر,"[[46.9431, 25.404489]]",POINT,أسماء ثانوية
قري صويان,"[[46.690071, 22.988377]]",POINT,أسماء ثانوية
قري قويبل,"[[45.555582, 24.944501]]",POINT,أسماء ثانوية
قري ليحان,"[[46.89467, 25.50019]]",POINT,أسماء ثانوية
قري مسيعيد,"[[47.364507, 25.128157]]",POINT,أسماء ثانوية
قري مسيعيد,"[[47.382853, 25.152554]]",POINT,أسماء ثانوية
قري ناصر,"[[46.432214, 25.899088]]",POINT,أسماء ثانوية
قصائم الفرنسة,"[[45.892382, 20.334578]]",POINT,أسماء ثانوية
قارة,"[[45.288391, 27.093143]]",POINT,أسماء ثانوية
قارة أبو قصيعة,"[[46.037242, 25.354793]]",POINT,أسماء ثانوية
قارة أم قويرة,"[[46.027651, 25.259972]]",POINT,أسماء ثانوية
قارة أم نقيب,"[[45.90266, 25.209332]]",POINT,أسماء ثانوية
قارة ابا السدر,"[[45.977869, 25.242977]]",POINT,أسماء ثانوية
قارة ابا الغبطان,"[[46.044173, 24.927399]]",POINT,أسماء ثانوية
قارة ابا لقصوم,"[[46.054173, 24.937205]]",POINT,أسماء ثانوية
قارة ابو قصيعه,"[[46.037242, 25.354793]]",POINT,أسماء ثانوية
قارة البلدية,"[[46.282568, 24.520776]]",POINT,أسماء ثانوية
قارة الثميلة,"[[46.313896, 26.737118]]",POINT,أسماء ثانوية
قارة الجلواء,"[[45.445826, 26.049185]]",POINT,أسماء ثانوية
قارة الحسي,"[[46.133995, 25.447254]]",POINT,أسماء ثانوية
قارة الحطبه,"[[45.192432, 25.951252]]",POINT,أسماء ثانوية
قارة الحطية,"[[45.140591, 26.038284]]",POINT,أسماء ثانوية
قارة الحقيباء,"[[45.773892, 26.063819]]",POINT,أسماء ثانوية
قارة الحوير,"[[46.069407, 25.275807]]",POINT,أسماء ثانوية
قارة الخويبية,"[[45.900364, 24.628065]]",POINT,أسماء ثانوية
قارة الخويمة,"[[45.49535, 23.961718]]",POINT,أسماء ثانوية
قارة الخيمة,"[[46.346641, 25.054214]]",POINT,أسماء ثانوية
قارة الخيمه,"[[46.346641, 25.054214]]",POINT,أسماء ثانوية
قارة السادة,"[[45.630362, 25.930202]]",POINT,أسماء ثانوية
قارة الساده,"[[45.630362, 25.930202]]",POINT,أسماء ثانوية
قارة السويدة,"[[46.223323, 24.332979]]",POINT,أسماء ثانوية
قارة الشعبة,"[[46.001751, 25.37535]]",POINT,أسماء ثانوية
قارة الشعبه,"[[46.001751, 25.37535]]",POINT,أسماء ثانوية
قارة الضمود,"[[46.007395, 25.411313]]",POINT,أسماء ثانوية
قارة الضيرين,"[[45.79299, 26.342812]]",POINT,أسماء ثانوية
قارة الطيري,"[[45.399542, 25.159035]]",POINT,أسماء ثانوية
قارة العروس,"[[46.416979, 24.761252]]",POINT,أسماء ثانوية
قارة العونية,"[[45.943666, 25.247397]]",POINT,أسماء ثانوية
قارة الفهدة,"[[45.530863, 25.191264]]",POINT,أسماء ثانوية
قارة القويمة,"[[45.980508, 23.709354]]",POINT,أسماء ثانوية
قارة المزيريرة,"[[46.112194, 24.652333]]",POINT,أسماء ثانوية
قارة المصيليب,"[[45.617788, 25.870485]]",POINT,أسماء ثانوية
قارة المنجور,"[[45.633087, 23.066826]]",POINT,أسماء ثانوية
قارة المنصى,"[[45.678534, 24.836655]]",POINT,أسماء ثانوية
قارة المنصى,"[[45.678556, 24.836655]]",POINT,أسماء ثانوية
قارة النخيل,"[[45.518074, 24.969971]]",POINT,أسماء ثانوية
قارة ام العشاش,"[[45.124111, 26.079826]]",POINT,أسماء ثانوية
قارة ام عنصلان,"[[45.533652, 23.941119]]",POINT,أسماء ثانوية
قارة ام عواقيل,"[[45.646434, 24.344265]]",POINT,أسماء ثانوية
قارة ام قويره,"[[46.027651, 25.259972]]",POINT,أسماء ثانوية
قارة برمة,"[[45.801487, 24.670594]]",POINT,أسماء ثانوية
قارة بنا,"[[45.320706, 26.239171]]",POINT,أسماء ثانوية
